titulo,herramientas,descripcion,ubicacion,presencialidad,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
FullStack Engineer,"['.NET', 'C#', 'SQL Server']","It is a global insurance and financial services company offering a wide range of products and services to individual and corporate customers. Its main areas of business include: Life insurance, health insurance, accident and disability insurance, business insurance, financial planning, savings and retirement products, etc. It is important to note that it is a company with a global presence and adats its offerings to local needs and regulations. ",lisboa,Remoto parcial,"You will be working for the Lisbon Office. They are looking for a profile with previous experience developing with .NET using C#. Also with good knowledge of SQL Server. And your main responsabilities are: You will be responsible for the design, development and implemetation of solutions. You will participate in the creation of architectual specifications wich are aliend with the existing platforms at the office. You will be working with cross- function teams for deliveryMentoring Mid/ Junior Software Engineers. ",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-30,https://talenthackers.net/spots/Development/fullstack-engineer-1043,talenthacker
Senior Collaboration Solution Architect,"['Microsoft Office 365', 'Cisco']","Desarrolla, fabrica y suministra implantes dentales, instrumentos, biomateriales, prótesis CADCAM, equipos digitales, software y alineadores transparentes para aplicaciones de reemplazo, etc. Es reconocido como innovador líder y trabaja junto con universidades, clinicas, institutos de investigación, etc para mejorar el nivel de atención al paciente. Sus productos, soluciones y servicios están disponibles en mas de 100 países a traves de su amplia red de socios y filiales de distribución.",madrid,Remoto parcial,"Actualmente, estamos buscando a un Arquitecto de Soluciones M365 que desee liderar la visión de servicios de colaboración y comunicación de alta calidad. Tu misión será asegurar que los usuarios de la empresa tengan acceso a las herramientas y servicios de colaboración más avanzados y efectivos, cumpliendo con los estándares de seguridad y regulaciones empresariales. Tu rol será fundamental, ya que serás el punto de contacto entre el negocio y sus servicios existentes. Trabajarás en estrecha colaboración con equipos multidisciplinarios para diseñar soluciones innovadoras que abarquen más de 80 ubicaciones de la empresa. Tus responsabilidades incluirán la gestión de servicios de Microsoft 365, desde Exchange Online hasta SharePoint y MS Teams, además de los servicios de comunicación CISCO. Identificarás oportunidades para optimizar los procesos, implementarás mejores prácticas y asegurarás una operación sin problemas de todos los componentes de colaboración, como sistemas de videoconferencia. También serás el responsable de crear y mantener descripciones de servicios, hojas de ruta tecnológicas y colaborarás con otros clientes y departamentos de la empresa para definir el futuro de sus servicios. ",Jornada completa,6 años  de experiencia,Indefinido,Salario no disponible,2024-01-30,https://talenthackers.net/spots/Development/senior-collaboration-solution-architect-1061,talenthacker
Production Support/ Site Reliability Engineer,['Agile Methodology'],"Es una empresa global dedicada a los seguros y servicios financieros que ofrece una amplia gama de productos y servicios a clientes individuales y empresas. Sus principales áreas de negocio incluyen: Seguros de vida, seguros de salud, seguros de accidentes y discapacidad, seguros de empresas, planificación financiera, productos de ahorro y jubilación, etc. Es relevante señalar que es una empresa con presencia global y adapta sus ofertas a las necesidades y regulaciones locales. ",madrid,Remoto parcial,"Responsable de supervisar y dirigir toda la producción tecnológica de la empresa (resolución de incidencias, problemas, etc)Diseñar planes para la mejora de productos incluyendo la ejecución de pruebas de diseño. Contacto con diferentes áreas de negocio y equipos extranjeros.Contacto constante con el equipo de ventas, infraestructura, etc. Utilización de metodologías ágiles. Reporta al director de IT",Jornada completa,2 años  de experiencia,Indefinido,Salario no disponible,2024-01-30,https://talenthackers.net/spots/Development/production-support-site-reliability-engineer-1037,talenthacker
EUS Service Support Specialist,"['Service Support', 'Desktop service', 'Microsoft']","Nuestro cliente es una institución financiera alemana que opera a nivel mundial y se considera uno de los bancos más grandes y prominentes de Alemania y de Europa en general. Fundado en 1870, La multinacional ha desempeñado un papel importante en el sector financiero internacional y ha estado involucrado en una amplia gama de actividades financieras, que incluyen banca de inversión, banca minorista, gestión de activos y servicios financieros corporativos.",Madrid,Presencial,"Nuestro cliente se encuentra en búsqueda de un Service Manager que venga a:

- Gestionar sistemas y dispositivos de usuarios finales con el objetivo de garantizar la máxima funcionalidad y, al mismo tiempo, mantendrá un contacto cercano y una comunicación abierta con el negocio y ofrecerá un excelente servicio al cliente.

- Además, este profesional vendrá a comprender y a dar cobertura a las necesidades y requisitos del negocio, mantiene relaciones sólidas y sirve a nuestros usuarios. El candidato tiene un conocimiento avanzado de software y hardware de computadoras, así como de una variedad de aplicaciones de Internet, redes y sistemas operativos.

- Por otro lado, el candidato trabaja con equipos globales y terceros en caso de que sea necesario para resolver problemas técnicos y gestionar el soporte técnico de usuarios finales para proyectos, implementaciones, pruebas, pilotos e incidentes en el entorno de producción.

- Su objetivo es el de construir y mantener sistemas informáticos actualizados y eficientes, así como dispositivos en las sucursales para optimizar el papel de la tecnología en la sostenibilidad del negocio. ",Jornada completa,De 5 a 9 años de experiencia,Indefinido,Salario no disponible,2024-01-30,https://talenthackers.net/spots/Development/eus-service-support-specialist-1055,talenthacker
Data engineer (Dask/PySpark),"['AWS', 'Python', 'PySpark']",- Análisis de requerimientos y participación en el diseño de soluciones.- Participación en el desarrollo y mantenimiento de una aplicación cloud innovadora en el área dedetección de AML en entornos financieros.- Análisis y mejoras de rendimiento/velocidad del sistema- Testing para asegurar correcto funcionamiento de los desarrollos.- Elaboración de casos de prueba.- Diagnosis de incidencias y correcciones.- Mejoras y buenas prácticas en el uso de repositorios y herramientas de desarrollo software.,madrid,Remoto,- Análisis de requerimientos y participación en el diseño de soluciones.- Participación en el desarrollo y mantenimiento de una aplicación cloud innovadora en el área dedetección de AML en entornos financieros.- Análisis y mejoras de rendimiento/velocidad del sistema- Testing para asegurar correcto funcionamiento de los desarrollos.- Elaboración de casos de prueba.- Diagnosis de incidencias y correcciones.- Mejoras y buenas prácticas en el uso de repositorios y herramientas de desarrollo software.,Jornada completa,4 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/data-engineer-daskpyspark-1036,talenthacker
SAP Consultant,"['SAP', 'MM', 'SD', 'HANA']","The company operates in the sector of mineral-based solutions and innovations, serving a wide range of industries including mining, metallurgy, construction, agriculture, and environmental sectors. This organization is recognized for its commitment to developing sustainable and environmentally responsible products and processes. They specialize in the production of mineral-based additives, like bentonite and sepiolite, which find applications in drilling fluids, animal nutrition, and civil engineering, among others. With a global presence and a strong focus on research and development, this company plays a significant role in advancing technologies and solutions that address industry-specific challenges and needs worldwide.",madrid,Remoto parcial,"The SAP consultant within this company will be primarily responsible for several key tasks within the SD (Sales and Distribution) and MM (Materials Management) modules. Their role involves developing and implementing changes and new functionalities within these modules while adhering to agreed-upon timelines. This includes debugging programs to identify and resolve issues and creating functional designs for these developments.
In addition to development work, the consultant will play a crucial role in knowledge transfer by providing SAP training to end-users. They will also be responsible for preparing both functional and technical documentation related to SAP processes and functionalities. Furthermore, the consultant will serve as an advisor in the logistics processes to ensure alignment with IT requirements.
Another important aspect of the role is to provide support to the IT manager during meetings with vital logistics users, contributing their expertise to address specific challenges and requirements.
Lastly, the SAP consultant will offer ongoing support and guidance to key users of SAP applications within the SAP R3 system, ensuring the smooth operation and effective utilization of these systems throughout the organization.",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/sap-consultant-1008,talenthacker
Data Engineer,"['Databricks', 'Python', 'AWS', 'SQL']","Desde TalentHackers buscamos incorporar internamente un Data Engineer a nuestro equipo de Data y Tecnología, en un proyecto en continuo crecimiento. Como Data Engineer, serás responsable de desarrollar y mantener nuestra infraestructura de datos que permitirá a nuestro equipo utilizar los datos en nuestros diferentes productos y en definitiva tomar decisiones basadas en datos de manera efectiva. 
 
TalentHackers es la primera consultora de selección de perfiles tecnológicos en utilizar modelos de inteligencia del dato para no sólo tener un profundo conocimiento del mercado de talento tecnológico de España, sino para identificar a los mejores profesionales y activarlos mediante tecnología nodal. 
 
",madrid,Presencial,"Tus funciones principales serán: 


 
Diseñar, desarrollar y mantener la arquitectura de datos en el entorno de AWS.
Implementar flujos de datos escalables y eficientes utilizando Databricks.
Recopilar, procesar y transformar datos de diversas fuentes para su uso en análisis.
Colaborar con el equipo de Data Analyst  para garantizar que los datos estén disponibles para negocio, sean útiles y confiables.
Optimizar el rendimiento de los pipelines de datos y asegurar la escalabilidad.
Supervisar y garantizar la calidad de los datos, así como la seguridad y privacidad de los mismos.

",Jornada completa,De 3 a 5 años de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/data-engineer-1098,talenthacker
Senior IT Ecosystem Developer (Blockchain Developer),"['Blockchain', 'Full Stack Developer', 'Python', 'Ethereum', 'Hyperledger']","Our client is a company creating an innovation ecosystem platform that connects industries to disruptive technologies by linking stakeholders (governments, hub, startups, research groups & corporates). This platform is based on Generative AI and Neural Networks, enabling the discovery of emerging technologies and transforming industries. They are looking for a senior IT ecosystem developer with a focus on blockchain integration for their platform. ",madrid,Remoto parcial,"This rol involves working in both Boston and Madrid, providing a unique opportunity to collaborate with diverse teams. You will be responsible for developing and maintaining innovative decentralized web solutions with a focus on blockchain integration for the platform. The key responsibilities are: Blockchain Architecture: Design and architect decentralized solutions, emphasizing blockchain integration.Smart Contracts Development: Implement and deploy smart contracts on blockchain platforms, ensuring code integrity and security.Decentralized Storage and Networking: Design and implement distributed storage solutions compatible with blockchain environments. Develop and implement peer-to-peer communication protocols.Identity and Access Management on Blockchain: Implement decentralized identity solutions within a blockchain context. Design and enforce secure authentication and authorization mechanisms using blockchain principales. Security and Encryption in a Blockchain Context: Ensure the security of decentralized components through robust encryption, adherence to blockchain security best practices, and conduct security audits.Collaboration and Integration: Collaborate with UI/UX designers, backend developers and other stakeholders to integrate blockchain components. Integrate decentralized components with external systems and APIs.Testing and Optimization in a Blockchain Environment: Conduct comprehensive testing of smart contracts, decentralized applications, and blockchain components. Monitoring and Maintenance in a blockchain ecosystem: Implement monitoring tools tailored for blockchain and decentralized systems to ensure continuous operation. Establish protocols for maintenance, issue resolution and system updates. ",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Digital/senior-it-ecosystem-developer-blockchain-1089,talenthacker
Marketing - Data Analyst,"['Digital Marketing', 'Analysis', 'Data Analysis', 'Conversion Rate (eCommerce)']","Our client is a company creating a disruptive product for the marine industry, contributing to safe and efficient navigation. They are looking for a talented Marketing - Data Analyst who can help them build the future of boating.",barcelona,Remoto parcial,"We value performance, autonomy, clear thinking, and practical skills over years of experience. The cross-functional nature of the role provides many different ways for you to make an impact. These will be the challenges you will frequently face:Set up, analyze, and optimize the acquisition and conversion funnel to turn leads into customers.Develop an analytics system that helps us understand product usage, user satisfaction, and supports our product development process.Data Marketing Analysis: Collecting, cleaning, and analyzing data related to marketing activities, such as advertising campaigns, social media, emails, etc.Audience Segmentation: Identifying and segmenting specific audiences based on demographic data, purchasing behaviors, and other relevant variables.ROI Analysis: Evaluating the performance of marketing investments to determine the effectiveness of strategies and campaigns.Predictive Modeling: Utilizing statistical techniques and algorithms to forecast future outcomes and trends in marketing, aiding in strategic decision-making.Reporting and Visualization: Creating clear and understandable data reports and visualizations to communicate findings and recommendations to marketing teams and leadership.",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Digital/marketing-manager-performance-analytics-1031,talenthacker
FullStack Engineer,"['.NET', 'C#', 'SQL Server']","It is a global insurance and financial services company offering a wide range of products and services to individual and corporate customers. Its main areas of business include: Life insurance, health insurance, accident and disability insurance, business insurance, financial planning, savings and retirement products, etc. It is important to note that it is a company with a global presence and adats its offerings to local needs and regulations. ",lisboa,Remoto parcial,"You will be working for the Lisbon Office. They are looking for a profile with previous experience developing with .NET using C#. Also with good knowledge of SQL Server. And your main responsabilities are: You will be responsible for the design, development and implemetation of solutions. You will participate in the creation of architectual specifications wich are aliend with the existing platforms at the office. You will be working with cross- function teams for deliveryMentoring Mid/ Junior Software Engineers. ",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/fullstack-engineer-1043,talenthacker
Cloud Architect,"['AWS', 'Azure', 'Google Cloud Platform', 'COBIT', 'ITIL']","Horario de entrada y salida flexibles, libertad para gestionar asuntos personales o familiares.",Madrid,Presencial,"La empresa ofrece o financia un seguro de salud, además del reglamentario.",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/SysOps/cloud-architect-793,talenthacker
Cloud Native Blueprint Leader,"['Arquitecto', 'Solución', 'AWS']","Empresa líder en el sector de las telecomunicaciones ofrece un ambiente de trabajo innovador y dinámico, con múltiples oportunidades de desarrollo profesional y personal. Su compromiso con la excelencia en el servicio y la satisfacción del cliente la hacen una excelente opción para invertir en el futuro. En este momento están buscando un Jefe Proyecto Big Data Onpremise.",Madrid,Remoto parcial,"
Tu misión principal  será:
Liderar el proceso de homologación de componentes  que se incorporen al Blueprint
Cloud Native (BP) de OSP en sus distintas fases (Sandbox &amp; Incubating)  basandose en las buenas práctivas definidas por CNCF (Cloud Native Computing Foundation).
En la fase de sandbox, realizarás prospecciones de tecnologias disponibles en el mercado para seleccionar aquellas candidatas que cubran las necesidades tanto funcionales como tecnicas, pasando a convertirse en componentes a homologar.
Las principales tareas de este proceso serán: Definición y realización de pruebas funcionales y de rendimiento, modalidad de uso y licenciamiento,  autenticacion y autorizacion, encriptación, documentacion del proceso y presentación de resultados.
En la fase de incubating, liderarás el proceso, coordinándote con los distintos equipos (Infraestructuras, Cloud, SRE, COML, DEVOPS, Seguridasd y Desarrollo) con el objetivo de industrializar el componente integrado en el ecosistema de IT segun los estandares definidos en el BP. Darás soporte al equipo de desarrollo que desplegará y usará la tecnologia homologada en producción por primera vez.
Colaboración con el equipo de BigData para dar soporte al proyecto de migración al cloud, ayudando a construir el ecosistema de herramientas en la nube.
Participar en la definición de la arquitectura  de soluciones IT

 ",Jornada completa,10 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/SysOps/cloud-native-blueprint-leader-1072,talenthacker
Técnico de Apificación,"['APIs', 'WebMethods', 'SQL', 'Oracle']","Operador líder en el sector español de transporte de viajeros por carretera. Con más de cien años de experiencia y una vocación de innovación permanente. La concepción del transporte desde una visión integral y la satisfacción permanente del cliente son las premisas sobre las que desarrolla su actividad.
Como operador integral, es capaz de atender las diferentes necesidades de movilidad de los ciudadanos mediante un amplio abanico de servicios de transporte de ámbito regional, nacional, internacional, urbano, discrecional (alquiler de autocares) y turístico. Asimismo, está especializada en la gestión de estaciones de autobuses, áreas de servicio y áreas de mantenimiento de vehículos. En la actualidad, cuenta con una moderna flota integrada por 7.000 autobuses, que transportan a 527 millones de viajeros al año, quienes son atendidos por un competente equipo formado por 15.000 profesionales.
En esta posición se busca a una persona con experiencia como técnico de Apificación.",Madrid,Remoto parcial,"Tus funciones serían:

Despliegue de plataformas de gestión de APIs en entornos productivos.
Administración de plataformas de gestión de APIs.
Operación y provisión de este tipo de plataformas.
Soporte ante incidencias.
Definición e implantación de mejoras en la plataforma. 
Análisis de requisitos y definición de solución técnica Gestión de equipo externo (proveedor).
",Jornada completa,2 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Digital/tecnico-de-apificacion-1087,talenthacker
Cloud Engineer,"['Azure', 'Infrastructure', 'CI/CD', 'DevOps']","One of the most important insurance companies in the world, being Top Employer in 5 countries of the European Union, is in a moment of transformation of all digital assets. Aiming to develop the best services, user experience to work in a changing industry. Company that seeks personal and professional growth of the teams, developing all IT teams under Agile methodologies. Working on international projects to make the firm a disruptive environment and with the ability to make a global impact on all the assets it offers.
On this occasion, we offer an indefinite Cloud Engineer. We provide you with the following information:
What is the purpose/mission of the position?
IT specialist who develops a company’s computing strategy. This strategy incorporates cloud adoption plans and cloud application design. Support for application architecture and deployment in cloud environments.",Madrid,Remoto,"
Create a well-informed cloud architecture and manage the adaption process.
Work closely with IT security to monitor the company&#39;s cloud privacy.
Respond to technical issues in a professional and timely manner.
Offer guidance to the different software engineers in architecture principles
Identify the top cloud architecture solutions to successfully meet the strategic needs of the company.
Collaborate with IT/Agile teams to achieve the cloud strategy and to apply EA governance processes and principles
Research new opportunities for improving the current IT stack
Educate squad members and technical leads through training and individual support.
Identify and evaluate current technical solutions and technologies choices
Create a fluid, end-to-end vision for modern architectures, headless and MASA architectures
Hands on day to day development activities using Azure cloud computing services
Participation in solution design, concept visualization and functional and technical requirements definition and documentation.
Integrate technical functionality (e.g. scalability, security, performance, data recovery, reliability, etc.)
Produce and enforce development standards and technical standards
Maintain a corporate repository of all technical architecture artifacts and procedures
Assess technical implementation procedures to ensure they comply with internal and external regulations, best practices and corporate policies.
Recommend solutions to improve new and existing IT systems.
Deep knowledge on integration platforms, integration patterns, modern front-end frameworks and engagements platforms.
Strong knowledge of technical structure systems
Stay current on the latest technology trends, standards, and practices.
",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/SysOps/cloud-engineer-1082,talenthacker
Software Architect Data & AI,"['Azure', 'Big Data']","Nuestro cliente es una empresa que se especializa en soluciones y servicios de tecnología de la información para empresas. Se centra en proporcionar servicios de consultoría, implementación y soporte para sistemas empresariales, incluidas soluciones de software empresarial, gestión de relaciones con el cliente (CRM), gestión de recursos empresariales (ERP), y otras soluciones tecnológicas para mejorar la eficiencia y productividad de las organizaciones. ",madrid,Remoto,"Responsable de diseño, desarrollo, despliegue y ciclo de vida de arquitecturas de data con tecnología Azure de Microsoft. Diseño y desarrollo de soluciones de datos para aplicaciones empresarialesRealización de pruebas de conceptoResponsable de innovación dentro del equipo de Data Analytics. Creación de metodologías y estándares a implementar en el área de Data Analytics. Participación en el desarrollo de Soluciones IP propias para la implementación de PoC´s y entornos Demo. Divulgación de conocimiento en eventos, webinars, píldoras como speaker especialista en el mundo del dato. Presentación del portfolio de servicios y soluciones Data AI & Cloud de la compañía. ",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/software-architect-data-ai-1080,talenthacker
DBA Team Leader,[],"La empresa en cuestión es una institución financiera multinacional con sede en España. Es uno de los bancos más grandes del mundo en cuanto a capitalización de mercado y activos totales. La empresa ofrece una amplia gama de servicios financieros a individuos, empresas e instituciones, incluyendo banca minorista, banca comercial, banca de inversión y gestión de activos. Opera en numerosos países y tiene una presencia significativa en América Latina, Europa y Estados Unidos. La empresa es conocida por su fuerte compromiso con la responsabilidad social corporativa, especialmente en las áreas de sostenibilidad ambiental e inclusión financiera.",málaga,Remoto parcial,"Desarrollar y mantener infraestructura en nubes públicas. Proveer soporte a nuestro equipo de producción y servicios transversales. Automatizar tanto tareas de administración como respuestas autónomas a incidentes y prevención de los mismos usando métricas y trazas. Confidential. Asegurar buenas prácticas de seguridad y fiabilidad, tales como control de accesos y test de vulnerabilidades automáticos. Mejorar infraestructura existente, dotándola de capacidades de auto-healing y auto-scaling. Trabajar conjuntamente con los product owners para definir el alcance de los futuros lanzamientos. Vigilancia de KPI/KRI desarrollando planes y respuestas automáticas para alcanzar los objetivos corporativos. Gestión de un equipo multidisciplinar de bbdd (PostgreSql, DB2 LUW, MongoDB, SqlServer, MySql. ",Jornada completa,8 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/dba-team-leader-1094,talenthacker
Administrador de sistemas,"['AWS', 'Google Cloud Platform', 'Azure', 'Docker', 'Kubernetes']","Es un centro de formación profesional que ofrece ciclos formativos tanto online como a distancia con sede en España. La formación profesional que ofrece abarca diversas áreas y sectores incluyendo administración y gestión, informativa y comunicaciones, sanidad, educación, turismo, etc.",lérida,Presencial,"Buscan a un administrador de sistemas que se encargue de garantizar el correcto funcionamiento de toda la plataforma tecnológica e informática de la empresa utilizando los servidores on premise y cloud, redes. Además de: Gestión de la red interna de la empresa.Mejorar el procedo de deployments (K8s, docker, runners, ci/cd)Proponer cambios para mejorar la explotación de aplicaciones y sistemas. Mejorar la arquitectura de los servidores cloud propios de la empresa.",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/administrador-de-sistemas-1039,talenthacker
Cloud Architect,"['Kubernetes', 'AWS', 'Azure', 'Google Cloud Platform', 'Python', 'Java']","It is a multinational company operating in the energy sector, focusing on exploration, production, refining, and distribution of petroleum products and natural gas derivatives. With international presence, it has an extensive network of service stations and activities in different areas such as oil and gas exploration and production, power generation, as well as the development of new projects in renewable energies, showcasing a progressive commitment to sustainability and the energy transition towards cleaner sources. This company has also stood out for its research into technologies aimed at reducing its environmental impact and its involvement in innovative projects in the energy field.",madrid,Remoto parcial,"Serve as a key member of the platform team in helping to succeed in building services on the Data, Analytics, and AI platform. Identify ways to improve data reliability, efficiency, and quality.Analyze the data needs of the company and use skills in coding to maintain secure databases.Design the systems required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and big data technologies.Design scalable data pipelines to support continuing increases in data volume and complexity, increasing data accessibility, and fostering data-driven decision-making across the organization.Ensure security and governance of the data. Work with data and analytics experts to strive for greater functionality in our data systems.Ensure that all systems meet the business/company requirements as well as industry practices. Collaborate with members of the teams (Data scientists, Data analysts, Architects, etc.) on achieving goals.Work with stakeholders including the Business & IT teams to assist with data-related technical issues and support company needs.",Jornada completa,4 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/cloud-architect-1069,talenthacker
Desarrollador de Salesforce,"['Salesforce', 'Salesforce Cloud', 'Salesforce Sales']","Es el operador líder en el sector español de transporte de viajeros por carretera. Con más de cien años de experiencia y una vocación de innovación permanente. La concepción del transporte desde una visión integral y la satisfacción permanente del cliente son las premisas sobre las que desarrolla su actividad.
Como operador integral, es capaz de atender las diferentes necesidades de movilidad de los ciudadanos mediante un amplio abanico de servicios de transporte de ámbito regional, nacional, internacional, urbano, discrecional (alquiler de autocares) y turístico. Asimismo, está especializada en la gestión de estaciones de autobuses, áreas de servicio y áreas de mantenimiento de vehículos. En la actualidad, cuenta con una moderna flota integrada por 7.000 autobuses, que transportan a 527 millones de viajeros al año, quienes son atendidos por un competente equipo formado por 15.000 profesionales.
En esta posición se busca a una persona con experiencia como desarrollador de Salesforce.",Madrid,Remoto parcial,"Tus principales funciones serán:

Desarrollo e implementación de funcionalidades, servicios e interfaces en Salesforce en cloud, principalmente Sales y Service Gestión de datos Datamart
Salesforce Análisis de requisitos y definición de solución técnica
Gestión de equipos y proveedores
",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/desarrollador-de-salesforce-1086,talenthacker
Data Scientist,"['data Scientist', 'Python', 'Pyspark']","Entidad financiera que se destaca por su enfoque innovador y su atención personalizada a sus clientes. Ofrece una amplia gama de servicios bancarios y financieros, incluyendo productos de inversión, préstamos y seguros. Se caracteriza por su tecnología avanzada en banca online y su compromiso con la excelencia en el servicio al cliente.",Madrid,Remoto parcial,"

Licenciatura o Diplomatura en Estadística, Matemáticas, Actuariales, Ingeniería Matemática, Ingeniería Informática u otras ingenierías.


Se valorará un master en Ciencia de Datos o similar (con estudios previos en Económicas o similar).


Programación en R, Python, PySpark, SQL aplicado a análisis y modelización.


Con conocimientos de plataforma Big Data: Hive, Impala, Spark, SparkML, HDFS,…


Experiencia de al menos tres años como científico de datos aplicando técnicas avanzadas de análisis y algoritmos de Machine Learning/Inteligencia Artificial en problemas reales de negocio y demostrando resultados.


Imprescindible capacidad de análisis, síntesis e innovación para la resolución de problemas. Persona proactiva, analítica, con buena capacidad de trabajo, capacidad explicativa de los datos e interpretación de resultados, comunicación y relación con otras personas, con orientación a Negocio, entusiasmo, con ilusión ...


También es necesario tener conocimientos de desarrollo de software para poder depurar, optimizar y preparar el código de cara a su automatización y puesta en producción.

",Jornada completa,5 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/data-scientist-1077,talenthacker
Analista Senior de Operaciones del Broker,"['Python', 'SQL', 'Excel']","Es una gestora de fondos Peer-2-Peer y un bróker regulado por la FCA (UK) que tiene el compromiso de facilitar la tecnología más innovadora que conecte a traders con inversores.
Es una empresa de producto y tecnología. Su departamento de Tecnología (A-Team) está formado actualmente por 30 personas (50% de toda la plantilla), con más de 25 desarrolladores backend y frontend. Además cuentan con un departamento de operaciones del broker.",Madrid,Remoto parcial,"Buscan a una persona con muchas ganas de aprender sobre los mercados financieros y sin miedo a enfrentarse a nuevos retos. Piensan en una persona con buena capacidad analítica, atención al detalle, resolutiva, buena comunicación y a la que le guste trabajar en equipo.
A continuación, enumeramos algunas de las tareas y responsabilidades que llevarás a cabo:

Monitorización de los mercados financieros.
Configuración y mantenimiento de herramientas de acceso a los mercados.
Estudio e implementación de nuevos instrumentos financieros. FX, Futuros, CFDs, Acciones, ETFs, Cryptos, etc.
Análisis de datos de trading a través de herramientas de Bases de datos.
Gestión de la relación con los proveedores de liquidez.
Monitorización de condiciones de ejecución a los clientes.
Diseño de scripts en Python para Middle Office.
Monitorización del riesgo.
	 
",Jornada completa,De 3 a 5 años de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Data/analista-senior-de-operaciones-del-broker-1064,talenthacker
Analista Programador SAP Senior,"['analista programador', 'SAP', 'ABAP']","Es una sociedad gestora de patrimonio inmobiliario, especializada en la prestación de servicios globales a vehículos de inversión.
Actualmente gestiona 10.000 viviendas en alquiler propiedad de terceros en SAP con los siguientes módulos (RE-FX, FI, CO, PM, MM, PS, TRM, PS, SD y BCM).
Buscan a un Analista Programador SAP Senior.",Madrid,Remoto parcial,"El departamento de procesos tiene como objetivo principal definir y ejecutar las estrategias definidas por la compañía:

Liderar los análisis y diseños de nuevos requerimientos de los distintos departamentos de la empresa asegurando la integración con los distintos sistemas existentes.
Proponer soluciones que racionalicen los recursos necesarios para la gestión del negocio a través de estandarización y automatización de procesos existentes en la compañía.
Proporcionar asesoramiento a los distintos departamentos de la empresa.
Generación de información de resultados de gestión.
",Jornada completa,3 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/analista-programador-sap-senior-1083,talenthacker
Senior Front-End developer,"['ReactJS', 'JavaScript', 'TypeScript']","Our client is a company creating an innovation ecosystem platform that connects industries to disruptive technologies by linking stakeholders (governments, hub, startups, research groups & corporates). This platform is based on Generative AI and Neural Networks, enabling the discovery of emerging technologies and transforming industries. They are looking for a senior Front-End Developer with a focus on React for their platform. ",madrid,Remoto parcial,"This rol involves working in both Boston and Madrid, providing a unique opportunity to collaborate with diverse teams. You will play a pivotal role in shaping the user experience of our AI-powered ecosystem platformThe key responsibilities are:Collaborate with UX/UI designers, product managers, and back-end developers to translate wireframes and design mockups into responsive and interactive user interfaces using React, TypeScript, and advanced data visualization techniques.Develop high-quality, reusable code and components to ensure the scalability and maintainability of the front-end architecture.Utilize TypeScript for static typing and enhanced code quality.Optimize application performance and ensure seamless user experiences by fine-tuning front-end code and implementing best practices.Implement advanced data visualization components to present complex information in an intuitive manner.Work on implementing animations and visual effects to enhance user interactions and data visualization.Troubleshoot and resolve front-end bugs and issues, ensuring a smooth user experience.Stay up-to-date with the latest trends and best practices in front-end development, React, TypeScript, and advanced data visualization, and integrate them into our projects.Collaborate with the quality assurance team to conduct thorough testing and ensure the highest level of quality in the final product.Mentor junior developers and provide technical guidance and expertise when necessary.",Jornada completa,7 años  de experiencia,Indefinido,Salario no disponible,2024-01-31,https://talenthackers.net/spots/Development/senior-front-end-developer-1097,talenthacker
