titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Senior Software Developer .NET C#,Grupo NS,26/01/2024,"Net, C#","Desde Grupo NS precisamos incorporar un Senior Software Developer .NET C# con nivel avanzado de inglésModalidad: Híbrida, semanalmente 2 días en cliente en zona Centro de Madrid y 3 días en casa.Aprender y comprender productos técnicos complejos; cómo se configuran y utilizan en el entorno operativo.Dirigir un debate técnico con arquitectos y programadores comprendiendo los elementos clave de la conversaciónTener credibilidad ante arquitectos, ingenieros y el público encargado de la documentación en toda la familia de puestos de desarrollo de productosTrabajar de forma independiente, con un enfoque pragmático para la resolución de problemas y también como parte de un equipoOfrecer soluciones de software en diferentes sectores verticales de la industriaSistemas, procesos, aplicaciones y tecnología de apoyo a las soluciones aplicables del cliente y cómo apoyan o afectan a la soluciónDesarrollo .NET; Mínimo de 5+ años en el puesto; .NET C#; ASP.NET; SOAP; HTML5; CSS3; REACT; API REST; SQL ServerNivel de inglés =B2- CONOCIMIENTOS EN MS SISS ( micosoft SQL server integration System)Desarrollo .NET; Mínimo de 5+ años en el puesto; .NET C#; ASP.NET; SOAP; HTML5; CSS3; REACT; API REST; SQL ServerNivel de inglés =B2- CONOCIMIENTOS EN MS SISS ( micosoft SQL server integration System)",Madrid (Híbrido),Programador,Jornada completa,Más de 5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/senior-software-developer-net-c-hibrido/net-c/rf-f92511fea231636bb646,tecnoempleo
iOS Senior Developer remoto,CAS TRAINING,26/01/2024,"ios, SWIFT",CAS TRAINING selecciona a un desarrollador senior con al menos cinco años de experiencia en Ios para proyecto remotoConocimientos en Swift Conocimientos y experiencia en SwiftUI. Conocimientos de testing Conocimiento profundo de patrones de desarrollo. Conocimientos avanzados de optimización del rendimiento de aplicaciones móviles. Elaboración de documentación técnica Buen nivel de inglés B2.,Remoto -  Madrid - España,Analista,Jornada completa,Más de 5 años,Indefinido,36.000 €-54.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/ios-senior-developer-remoto-madrid/ios-swift/rf-f4c11f9f523383b71c4c,tecnoempleo
Operador/a Service Desks (24/7),Serem,26/01/2024,"Windows, Linux, Ticketing","¿Buscas nuevas oportunidades? ¡Envíanos tu currículum y descubre el camino hacia el éxito! ¡Actualmente, nos encontramos en la búsqueda de un/a Operador/A Service Desk 24/7.¿Cuales son los requisitos imprescindibles?Tener conocimiento/experiencia en LINUX, WINDOWS y Base de informativa y muchas ganas de aprender.¿Cuales son los requisitos deseados?Experiencia en tareas propias de Operación de Sistemas:- Monitorización de ticketing- Capacidad de trabajar siguiendo procedimientos- Ejecución de tareas periódicas- Muy valorables conocimientos de utilización Linux, Unix- Conocimientos de herramientas de Gestión de Incidencias""Ticketing"".- Deseables conocimientos de Networking básico- Deseable Conocimientos en operación Control- M.Además de los requisitos técnicos se valorará;.Personas motivadas y acostumbradas a trabajar en equipo.Trato amable, cordial y educado. Dispuesto a trabajar en turnos rotativos de 24x7.. Idioma: EspañolModalidad: Presencial en Madrid.Horario:De lune a domingo en 24x7Mañana 08:00 - 16:00Tarde 16:00- 00:00Noche 00:00 - 08:00.En turnos de 2 semanas de mañana, 2 de tarde y 1 de noche. La semana que trabaje el fin de semana, se libraría lunes martes o jueves viernes (depende del cuadrante).El puesto es estable, formar parte del equipo de Operadores en la empresa.Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995.",Madrid (Presencial),Operador,Jornada completa,2 años,Indefinido,16.000 €-16.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/operador-service-desks-24-7-presencial/windows-linux-ticketing/rf-ff0116e432ec0314f74d,tecnoempleo
Técnico Instalador NOKIA (Red móvil),OFG,26/01/2024,"Nokia, 4G, 5G, ERICSSON","Desde OFG, líder en gestión de proyectos para operadores de Telecomunicaciones y fabricantes, incorporamos para nuestro cliente NOKIA técnicos/as de telecomunicaciones con experiencia en :-TRABAJOS EN ALTURA- Instalación e integración de equipos NOKIA,- instalación BTS,- habituados a instalación de Sistema Radiante y- cambio de antenas.- Haber realizado trabajos y tener conocimiento de los procedimientos y equipos NOKIA.Deberá actuar en los procesos de Software/Hardware siguiendo especificaciones de equipos y directrices de ingenieros.Alta preparación física para trabajar en altura en TORRES DE TELECOMUNICACIONES Y MASTILES como requisito indispensable.Nos gustaría que entre tus cualidades se encontrasen la iniciativa, la preocupación por el orden, el trabajo en equipo, el compromiso y la implicación, la planificación y organización, que tuvieras una alta orientación al logro y pensamiento analítico.OFG te ofrece posibilidad de crecimiento dentro de la organización, formación continuada, atractivo paquete retributivo y estabilidad laboral.Experiencia mínima: al menos 1 añoTipo de contrato: otros contratos, jornada completaRequisitos:o Integración/Instalación equipos NOKIAo Entornoo Telecomunicacioneso AntenasMUY VALORABLE: Acreditación de formación Cursos de Prevención de Riesgos Laborales vigentes:- 60H PRL básico- TELCO I- TELCO II- Riesgo Eléctrico TELCO- Operaciones TELCO- TELCO Rescate en AlturasCiclo formativo Electricidad o ElectrónicaGrado medio Instalaciones en TelecomunicacionesGrado medio en Ciencias InformáticasInstalación de BTSIntegración de equipos ERICSSONInstalación de Sistema Radiante y trabajo en AlturaCambio de antenas.Valorable inglés B2 y movilidad internacional.Envíanos tu candidatura, queremos conocerte!!",Burgos (Presencial),Técnico de Mantenimiento,Jornada completa,1 año,Indefinido,,2024-01-29,https://www.tecnoempleo.com/tecnico-instalador-nokia-red-movil-presencial/nokia-4g-5g-ericsson/rf-dc6d1450b28d5342354c,tecnoempleo
Técnico Instalador NOKIA (red móvil),OFG,26/01/2024,"Nokia, 4G, 5G, ERICSSON","Desde OFG, líder en gestión de proyectos para operadores de Telecomunicaciones y fabricantes, incorporamos para nuestro cliente NOKIA técnicos/as de telecomunicaciones con experiencia en :-TRABAJOS EN ALTURA- Instalación e integración de equipos NOKIA,- instalación BTS,- habituados a instalación de Sistema Radiante y- cambio de antenas.- Haber realizado trabajos y tener conocimiento de los procedimientos y equipos NOKIA.Deberá actuar en los procesos de Software/Hardware siguiendo especificaciones de equipos y directrices de ingenieros.Alta preparación física para trabajar en altura en TORRES DE TELECOMUNICACIONES Y MASTILES como requisito indispensable.Nos gustaría que entre tus cualidades se encontrasen la iniciativa, la preocupación por el orden, el trabajo en equipo, el compromiso y la implicación, la planificación y organización, que tuvieras una alta orientación al logro y pensamiento analítico.OFG te ofrece posibilidad de crecimiento dentro de la organización, formación continuada, atractivo paquete retributivo y estabilidad laboral.Experiencia mínima: al menos 1 añoTipo de contrato: otros contratos, jornada completaRequisitos:o Integración/Instalación equipos NOKIAo Entornoo Telecomunicacioneso AntenasMUY VALORABLE: Acreditación de formación Cursos de Prevención de Riesgos Laborales vigentes:- 60H PRL básico- TELCO I- TELCO II- Riesgo Eléctrico TELCO- Operaciones TELCO- TELCO Rescate en AlturasCiclo formativo Electricidad o ElectrónicaGrado medio Instalaciones en TelecomunicacionesGrado medio en Ciencias InformáticasInstalación de BTSIntegración de equipos ERICSSONInstalación de Sistema Radiante y trabajo en AlturaCambio de antenas.Valorable inglés B2 y movilidad internacional.Envíanos tu candidatura, queremos conocerte!!",Soria (Presencial),Técnico de Mantenimiento,Jornada completa,1 año,Indefinido,,2024-01-29,https://www.tecnoempleo.com/tecnico-instalador-nokia-red-movil-presencial/nokia-4g-5g-ericsson/rf-0da01b3d0298f30b524d,tecnoempleo
Backend PHP Developer,Page Personnel,26/01/2024,"PHP, Symfony","Perfil buscado (Hombre/Mujer)• Desarrollo backend de la plataforma software de la empresa• Desarrollo con un stack de PHP con Symfony y una estructura basada en API´s• Algunas de las API´s estan desarrolladas en arquitectura hexagonal y DDD, mientras que otras siguen un MVC• PHP DEVELOPER -  FULL REMOTE|Start-up donde podrás aprender de la mano del Tech Lead• +2 años de experiencia en PHP y Symfony u otro framework similar de PHP como laravel• Persona muy motivada, proactiva y a quien no le importe arremangarse para solucionar cualquier necesidad• Persona que quiera crecer dentro de un proyecto y hacerlo suyo, que se comprometa con la empresa y el proyecto La empresa es una consolidada start-up tecnológica que ofrece unas grandes posibilidades de crecimiento profesional.• Rango salarial entre 30.000€ y 35.000€• Posibilidad de 100% remoto, pudiendo ir a las oficinas de Barcelona si se desea• Oficinas en el 22@• Flexibilidad horaria• Altas posibilidades de crecimiento dentro de la empresa",100% En remoto,Programador,Jornada completa,2 años,Indefinido,30.000 €-36.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/backend-php-developer-remoto/php-symfony/rf-5d681a6d427e53262f4d,tecnoempleo
Gestor de instalaciones de FO,OFG,26/01/2024,Fibra optica,"Desde OFG, empresa líder en Ingeniería y Telecomunicaciones, necesitamos incorporar un Gestor de instalaciones de fibra óptica , para nuestro departamento de Infraestructuras en nuestra oficina de Córdoba. Sus principales funciones serán, desde su puesto de trabajo:- Planificación, adecuación y ejecución del proyecto en tiempo y forma.- Control de Presupuestos.- Gestión y Formación de equipos.- Implementación de las políticas de seguridad.- Ejecución de las tareas.- Asegurar que los empleados sigan todas las políticas establecidas.- Supervisar y dirigir a los equipos.Ingeniería Industrial o experiencia equivalente. Manejo avanzado de Excel. Control de presupuestos. Control de brigadas.",Córdoba (Presencial),Técnico de Mantenimiento,Jornada completa,1 año,Indefinido,,2024-01-29,https://www.tecnoempleo.com/gestor-instalaciones-fo-presencial/fibra-optica/rf-686f1458929df3ac6540,tecnoempleo
Consultor técnico de ofertas,Open Sistemas,26/01/2024,"machine learning, inteligencia artificial, cloud, data","¿Qué buscamos en esta posición? 🔹Persona habituada a ser punto de contacto técnico de los clientes, a tratar con clientes en términos técnicos y de aportación de valor🔹Con experiencia previa en cargos similares de preventa técnico y/o consultoría IT. Oficina de gestión de ofertas🔹Incorporación en un equipo de negocio internacional, dinámico, enfocado en el crecimiento y deslocalizado geográficamente, que trabaja coordinado y con un excelente ambiente de trabajo al que deberá contribuir.🔹Que conozca el mercado y a las personas que lo forman, con ambición en lograr sus objetivos y enfocada en conseguir logros. Que se integre en una cultura flexible soportada por procesos digitales que permiten compartir ideas y asegurar la realización de tareas. Responsabilidades🔸Trato con clientes para ser el punto de contacto con clientes, siendo una persona clave en el proceso de generación de oportunidades comerciales con nuevos clientes y con el portafolio de clientes existentes.🔸Realización de ofertas técnicas y económicas.🔸Análisis de las necesidades del cliente para ofrecer la mejor solución técnica y económica.🔸Ser capaz de entender y adaptar nuestra oferta de servicios en diversos contextos para agregar valor.🔸Apoyo al equipo de desarrollo de negocio.🔸Elaboración y gestión de recursos técnicos, documentación, demos, presentaciones, información/fichas técnicas, hojas de cálculos con estimaciones económicas, FAQs, etc.🔸 El core de tecnologías sobre el que trabajará: Arquitecturas y Sistemas de Datos como Data Lakes, Datos en tiempo real, IoT y Gobierno del Dato. Desarrollos de presentación de Datos, Visualización, desarrollos front y entornos de Gestión de Contenidos. Sistemas y despliegues en la nube, migraciones cloud e infraestructuras, consumo cloud, especialmente bajo tecnologías Microsoft. Tecnologías relacionadas con Inteligencia Artificial, Ciencia de los Datos y Machine Learning, procesamiento del lenguaje y aplicaciones sobre IA generativa.🔸Apoyo en procesos de preventa, gestión de información técnica que se requiera, identificación y gestión de requisitos funcionales y técnicos.Requisitos - Titulación universitaria en Ingeniería Informática, Telecomunicaciones. Se valorarán estudios de Postgrado o Máster. - Al menos 2 años de experiencia como preventa tecnológica y/o consultoría en empresas del sector IT- Experiencia comprobada en preventa y gestión de clientes en compañías de consultoría tecnológica, integradores o compañías de software.- Conocimiento técnico en la gestión de aplicaciones, arquitectura y migración de aplicaciones hacia entornos en la nube (Cloud). Se valora positivamente la experiencia en áreas relacionadas con soluciones de datos, algoritmos de machine learning y otros conceptos de Ciencia de Datos/Inteligencia Artificial.- Residente en Colombia o Chile.- Disponibilidad para viajar.- Nivel de inglés B2 o superior.- Facilidad de adaptación- Actitud proactiva- Capacidad de negociación- Buena comunicación con clientes",100% En remoto,Comercial,Jornada completa,2 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/consultor-tecnico-ofertas-remoto/machine-learning-inteligencia-artificial-/rf-01f313ed62d783416b48,tecnoempleo
Analista en ciberseguridad,Krell Consulting & Training,26/01/2024,"ciberseguridad, firewall, IPS, WAF","Descripción del trabajoEn Krell-consulting buscamos a una persona con al menos 2 años de experiencia en el campo de la ciberseguridad para desempeñarse como Analista . Esta persona será responsable de analizar, diseñar e implementar soluciones para asegurar la protección de la información en nuestra empresa.-Perfil: Analista en ciberseguridad. -Proyecto para importante. Clienlte y contratación inicial e indefinida con Krell Consulting-Sector: Banca. -Ubicación: Híbrido 3 días presenciales en Madrid -SBA: 29k Funciones:-Apoyar la seguridad cibernética en la empresa, participando en la definición, ejecución y seguimiento de proyectos cibernéticos, controles y actividades de negocios ayudando a fortalecer nuestras defensas contra amenazas internas y externas. Requisitos-Conocimientos en Ciberseguridad en el sector financiero.-Tecnologías obligatorias: Seguridad perimetral, como firewalls, IPS, WAF, protocolos de red, Conocimientos sobre sistemas de prevención de pérdida de datos -Tecnologías secundarias: Antivirus, Sistemas de intrusión, Sistemas de autenticación, detección de malware. -INGLES B2+. -Experiencia 2 años¡TE ESPERAMOS!",Madrid (Híbrido),Analista,Jornada completa,2 años,Indefinido,27.000 €-30.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/analista-en-ciberseguridad-hibrido/ciberseguridad-firewall-ips-waf/rf-7bf3124ae2220383464f,tecnoempleo
Desarrollador BackEnd en Microservicios,Krell Consulting & Training,26/01/2024,"microservicios, java",Desarrollador Back-End en Microservicios Java (Versión 8 o Superior)¿Eres apasionado por el desarrollo de software y tienes experiencia en la creación de microservicios Java? ¡Esta oportunidad es para ti!Responsabilidades:Desarrollo de microservicios Java de alta calidad.Colaboración estrecha con el equipo para implementar soluciones efectivas.Identificación y corrección de errores en el sistema.Participación activa en el diseño y la implementación de arquitecturas eficientes.Requisitos:Experiencia sólida en desarrollo Back-End en microservicios Java (versión 8 o superior).Conocimiento profundo de los principios de desarrollo de software.Habilidad para trabajar de forma remota y colaborar eficientemente con equipos distribuidos.Apasionado por mantenerse actualizado con las últimas tendencias tecnológicas.Ofrecemos:Oportunidad de trabajo remoto al 100%.Ambiente de trabajo dinámico y colaborativo.Proyectos desafiantes con tecnologías de vanguardia.Desarrollo profesional continuo y posibilidades de crecimiento.,100% En remoto,Analista Programador,Jornada completa,3 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/desarrollador-backend-en-microservicios-remoto/microservicios-java/rf-1f7c18e8b2a4b3b54643,tecnoempleo
Técnico/a de Actas (alemán B2),OFG,26/01/2024,"Office, Autocad","Desde OFG, líder en gestión de proyectos para operadores de Telecomunicaciones y fabricantes, incorporamos para nuestro departamento de ingeniería 1 técnico/a para realizacion de actas y diseño de emplazamientos de telecomunicaciones en Alemania.Conocimiento diseño de soluciones de radio, con conocimientos de electrónica, estructuras, manejo de herramientas informáticas MS Office, Autocad, equipos de telefonía (Nokia, Huawei, Ericsson).Formación a cargo de la empresa.Se requiere conocimientos en realizacion de actas y diseño de emplazamientos de telecomunicaciones y Nivel de Alemán B2. ;Manejo alto de excell. No tener miedo a las alturas.Idiomas:  Alemán (Alto)Electrónica Ingenieros y técnicosNo se requiere experiencia.Valorable conocimientos en realizacion de actas y diseño de emplazamientos de telecomunicaciones.",Madrid (Presencial),Técnico de Gestión,Jornada completa,Sin Experiencia,Indefinido,,2024-01-29,https://www.tecnoempleo.com/tecnico-actas-aleman-b2-presencial/office-autocad/rf-ae0d18ae62b333194b48,tecnoempleo
Backend Node.js,Page Personnel,26/01/2024,"Node, JavaScript","Perfil buscado (Hombre/Mujer)Responsibility• Be part of our backend team• Work in a self-learning process always focused on the fastest and best way to reach the goal• Listen to and share advice• Open-minded to criticism and open with mistakes so that we can all benefit and learn from the experience• Challenge things you believe could be improved• Celebrate success• All work documentation and communication in EnglishDuties• Development of our backend in Node.js• Be open to collaborate in any other task related to software development• Set the standards for clean, concise code that is stable and extensible• Develop, debug and resolve issues as needed• Work collaboratively inside and outside the team to achieve business objectives• Communicate efficiently with external teams and product owners• Make architecture decisions• Be aware of the latest industry trends and suggest product improvements• Be a role model for new team members• Keep your backlog up to date• Multinational Industrial-tech company|based in BarcelonaPowers• Challenge everything within the organization, in order to improve• Be part of the vision of the product and suggest changes/new features• Dedicate part of your time to your own creative initiatives to develop the productPerformance criteria• Speed of work• Number of sprints keeping compromise• Quality of work, number of bugs introduced• Availability, number of bugs solved within 24h• Improvement initiatives• Dedication to deliver• Work attitude, we want to spread a positive atmosphereRequirements & qualifications• A minimum of 3 years of experience working with JS• A minimum of 2 years of experience building REST API´s• A minimum of 1 year of experience working with Node.js• A minimum of 1 year of experience working with MongoDB• Good understanding of best practices for building scalable architectures• Knowledge of the AWS technology is a plus• Ability to manage and prioritize multiple work streams simultaneously• Proficient in EnglishGlobal leader in premium motorcycles through innovation, seeking assistance in building a centralized backend engine for their integrated environment. With a mission to lead the way in sustainability, aspires to reduce plastic and CO2 pollution in the motorcycle industry by producing superior, environmentally friendly products.• Lunch in the restaurant of the office at a reduced price• Free access to our gym• 30 days of paid vacation• A very cool newly renovated office where you will work 5 days a week",Barcelona - España,Programador,Jornada completa,3 años,Indefinido,39.000 €-45.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/backend-nodejs-barcelona/node-javascript/rf-1bb91161d236f3e21441,tecnoempleo
Desarrollador Ruby on Rails,Page Personnel,26/01/2024,"Ruby, Ruby on Rails",Perfil buscado (Hombre/Mujer)- Desarrollo de nuevos evolutivos.- Desarrollo y migración de pruductos IT.- Mantenimiento de los desarrollos ya existentes.• Importante compañía de software propio en plena expansión internacional.|Grandes posibilidades de crecer profesionalmente dentro de la compañia.Candidato con al menos 2 años de experiencia en Ruby on Rails.Importante compañía de software propio en plena expansión internacional.- Contrato indefinido.- Salario competitivo.- Trabajo remoto 100%.,100% En remoto,Programador,Jornada completa,2 años,Indefinido,30.000 €-39.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/desarrollador-ruby-on-rails-remoto/ruby-ruby-on-rails/rf-16fc1d4362c3e3365240,tecnoempleo
Programador flutter,HAYS,26/01/2024,"flutter, firebase","En HAYS estamos colaborando con una Startup especializada en Desarrollo de software musical. Se trata de un Software para contactar con artistas para eventos locales de la zona de Valencia y Alicante. Han diseñado y desarrollado herramientas específicas para poder llevar a cabo una gestión integral de todos los aspectos de eventos musicales. Actualmente buscamos un/a Programador/a Flutter Junior para incorporarse en su equipo. ¿Cuáles serán tus funciones?  - Participar en el desarrollo de las aplicaciones móviles con flutter, firebase y firestore.  - Apoyo en la plataforma de e-commerce (valorables conocimientos en wordrpess y tecnologías front).  ¿Cuáles son los requisitos?  - Conocimientos en programación de apps móviles con flutter.  - Manejo de firestore y firebase.  - Grado superior desarrollo aplicaciones o similar.  - Deseable: SCRUM, JIRA, Wordrpess, PHP.  ¿Qué ofrecemos? Modalidad híbrida (2 o 3 días oficina). Ubicación: Valencia o Pedreguer, Alicante (puedes elegir cualquiera de las 2 oficinas). Horario flexible de entrada y salida. Contrato indefinido, proyecto estable. Salario: 20 a 25K.",Alicante (Híbrido),Desarrollador Móvil,Jornada completa,2 años,A determinar,,2024-01-29,https://www.tecnoempleo.com/programador-flutter-hibrido/flutter-firebase/rf-1b271f9832b473530145,tecnoempleo
Data Analyst,HAYS,26/01/2024,"data, Marketing","Tu nueva empresa Pyme del sector moda, con más de 10 años de antiguedad y en pleno crecimiento, ubicada en Carabanchel.Tu nuevo puesto Serías el/la Técnico/a de Reporting y Análisis de la empresa, reportándole a la Responsable de Planificación y desempeñando las siguientes funciones:a.    Reporting de las ventas diarias de las tiendas, realización de informes para las reposiciones en tienda, contacto diario con las tiendas para resolución de incidencias, cuadrar cajas (a través de un programa informático interno en el que recibirás formación).b.    KPIs: reportings a Dirección.c.    Automatización de informes, procesos (esta es la parte que más tiene que ver con analisis de datos).d.    Soporte al departamento de Marketing y Administración con informes y datos.Orientamos la búsqueda a candidata@s proactiv@s que busquen estabilidad y crecimiento. La idea es alguien con un par de años de experiencia en Data Analysis, Marketing Analysis, o similares.Qué necesitarás para encajar con el puesto Altamente deseable tener un background en Data Analysis.Qué obtendrás a cambio - Salario: 25.000€ b/a (aprox.)- 2 meses de jornada intensiva de verano- 100% presencial- Horario: 8h diarias que te puedes organizar entre 8h y 18h (con mínimo 30 min de pausa).",Madrid (Presencial),Analista,Jornada completa,2 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/data-analyst-presencial/data-marketing/rf-9b9c1d81b2f35368aa4a,tecnoempleo
Desarrollador/a PHP Javascript,HAYS,26/01/2024,"PHP, Javascript",Desde HAYS colaboramos en la búsqueda de un perfil de desarrollo FULLSTACK para una empresa del sector educativo dedicada a la formación online ubicada en Donosti. La empresa tiene como objetivo ayudar a las organizaciones a mejorar el aseguramiento de la calidad de sus evaluaciones en línea con el desarrollado un sistema y método de autenticación y seguimiento continuo del usuario en un servicio online mediante multibiometría. En tu nuevo puesto desempeñarás labores de desarrollo con tecnologías front-end y back-end. Trabajarás en desarrollo back con PHP y Codeigniter y desarrollo Front con Javascript y Vue. Todo ello en un entorno dockerizado en la nube de AWS. Se trabaja con arquitectura hexagonal y metodologías TDD y DDD.  ¿Qué necesitas para encajar? - Formación en informática  - Experiencia laboral de al menos 5 años como fullstack en PHP y Javascript con alguno de sus frameworks.   - Interés en tocar tanto la parte back como la front del desarrollo  Se valorará: - Conocimientos de AWS  - Experiencia en arquitectura hexagonal  - Experiencia en metodología TDD.  ¿Qué obtendrás a cambio? - Contrato indefinido  - Salario acorde a experiencia  - Experiecnia en empresa innovadora trabjaando con tecnologías punteras y ultimas versiones.    - Opciones de crecimiento profesional  - Horario flexible ¡Real!  - Modelo de teletrabajo híbrido con 3 días de teletrabajo a la semana.,Gipuzkoa (Híbrido),Programador,Jornada completa,Más de 5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/desarrollador-php-javascript-hibrido/php-javascript/rf-3f181fc792d563058644,tecnoempleo
Programador Java - Alemán hablado,Page Personnel,26/01/2024,java,Perfil buscado (Hombre/Mujer)- Desarrollo de nuevas funcionalidades de los productos IT y herramientas de la compañía.- Integración y evolución de diferentes software.- Mantenimiento de los software ya existentes.• Importante compañía de artes gráficas a nivel internacional en pleno crecimiento|Grandes posibilidades de crecer profesionalmente dentro de la compañia.Candidato con alto nivel de alemán hablado y al menos 3 años de experiencia desarrollando en java.Importante compañía de artes gráficas a nivel internacional en pleno crecimiento.- Contrato indefinido.- Salario competitivo.- Oportunidades de carrera y desarrollo profesional.,Madrid - España,Programador,Jornada completa,3 años,Indefinido,39.000 €-60.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/programador-java-aleman-hablado-madrid/java/rf-1feb1884227d73430141,tecnoempleo
Network Engineer,ConsulSAP,26/01/2024,"redes, Network, LAN, WAN","ConsulSAP busca Ingeniero de Redes / Network Engineer para puesto permanente en cliente multinacional:El perfil requiere un background técnico en las tecnologías que se indica, así como poder dar soporte a desarrollo de negocio y jefatura de proyecto.Descripción:• Personas con gran potencial y capacidad de trabajo, proactivas, entusiastas de la tecnología y acostumbradas al trabajo en equipo, con iniciativa en la búsqueda de soluciones y clara orientación al trato con el cliente.• Responsable de la implementación y desarrollo de proyectos dentro del campo de las tecnologías de redes y comunicaciones en los clientes bajo el alcance de los tiempos y costos de planificación establecidos.• Capacidades para el ejercicio puntual de tareas de preventa y capacitación.• Responsable de la elaboración de diseños y propuestas en sistemas de cableado estructurado/ambientes de redes LAN, WAN, ToIP.• Responsable de la elaboración de informes y trabajos de consultoría en entornos de networking.Requisitos:• Conocimiento y experiencia en algunos de los siguientes entornos:- Conocimientos generales de comunicaciones y protocolos de uso común (ethernet, ip, tcp, rip, ospf, BGP, mpls, VxLAN, http, ftp, smtp, https, ssl, pki...)- Experiencia con fabricantes de cableado estructurado (Systimax, BrandRex, Panduit,...)- Experiencia con fabricantes de soluciones Datacenter (Schneider, Vertiv, Rittal,...)- Experiencia en equipos y herramientas tecnológicas de networking de los fabricantes Cisco, hpe-Aruba, Extreme Networks, Juniper,...• Se valorarán CERTIFICACIONES de los fabricantes mencionados.• Se valorarán CERTIFICACIONES de gestión de proyectos (PMO, ITIL, Google Project Management Certificate....).• Durante los primeros meses de trabajo deberás completar tu formación en aquellos campos en los que no tienes habilidades, obteniendo las certificaciones de los fabricantes correspondientes.• Grado en Ingeniería de Telecomunicaciones, esp. Electrónica, Telemática o similar.• Alto nivel de inglés.• Vehículo propio.Tipo: híbrido (presencial y parcialmente remoto)Ubicación: Madrid",Madrid (Híbrido),Redes,Jornada completa,3-5 años,Indefinido,,2024-01-29,https://www.tecnoempleo.com/network-engineer-hibrido/redes-network-lan-wan-toip-ethernet-ip-tcp-rip-os/rf-502018ed7244a371124c,tecnoempleo
Arquitecto/a de datos,Krell Consulting & Training,26/01/2024,"Databricks, Azure, Data Factory","En Krell-consulting, estamos buscando a un talentoso y experimentado Data Architect para liderar la estrategia y la implementación de soluciones de datos para nuestros clientes. El candidato ideal será responsable de diseñar y construir arquitecturas de datos eficientes, seguras y escalables, así como de supervisar la integración, la gestión y el análisis de datos en toda la organización.-Perfil: Data Architect con al menos 5 años de experiencia en entorno Azure de Microsoft y Databricks en todos los componentes, productos y servicios asociados a Data.   -Proyecto: estable, para importante cliente.-Ubicación: Búsquedas nacionales. Si se encuentran en ciudad en que Sopra Steria tenga site,  firmarán el modelo 60-40%. Para el resto de ciudades, 100% teletrabajo.  -Requisitos indispensables:o Experiencia en Azure, tales como Data Factory, Azure Functions, Azure Blob Storage, Azure Data Lake, Azure SQL Server, Synapse, PowerBI, Pureview, DevOps, DataFlow, etc..o Experiencia en Databricks sobre entorno Azure. o Experiencia en PySpark, SQL, FTP.  "" ""Requisitos deseables:o Conocimientos en Virtual Machines, Azure Kubernetes Services, Azure Logic Apps, Azure PowerAutomate, Azure Event Grid, Azure CosmosDB. o Conocimientos y/o experiencia en FinOps. o Conocimientos y/o experiencia en Data Observability y/o Data Quality.""      Responsabilidades y Funciones:    Importante cliente del sector inmobiliario en España https://www.testaresidencial.com/, donde formará parte del equipo del cliente realizando labores de Arquitectura y Consultoría Técnica. El perfil debe ser capaz de recomendar las best-practices así como de implementarlo en la actual plataforma de datos de Testa Home basado en su experiencia y el road-map de dichos productos y servicios. Tambien sera encargado de analizar, diseñar e implementar los componentes asociados a data gathering e integration, data repository, data modeling, data pipelines, data orchestration, data security, data quality, data lineage, data catalog,  data governance, ML&AI, DataOps, MLOps y FinOps (entornos Data).",Madrid (Híbrido),Arquitecto TIC,Jornada completa,3-5 años,Indefinido,54.000 €-60.000 € Bruto/año,2024-01-29,https://www.tecnoempleo.com/arquitecto-datos-hibrido/databricks-azure-data-factory/rf-deee103fd2e3d35b5e4d,tecnoempleo
