titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,portal,url
Técnico informático para preventivos,BFV INFORMATICA,hace 1d,"['técnico de campo', 'Virtualización', 'capacidad organizativa', 'Windows', 'VPN', 'Terminal server', 'erp']","Técnico especializado en las siguientes áreas:* Técnico de campo.* Virtualización: ESX, VMWARE...* Gran capacidad organizativa* Windows 2008, 2012* VPN* Terminal server* CitrixSe valorarán los siguientes conocimientos:* Implantación de software ERP (cualquier marca).* Gestión de proyectos de programación.",Murcia,Servicios y tecnología de la información, jornada completa,al menos 1 año,indefinido, 22.000€ - 40.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/murcia/tecnico-informatico-para-preventivos/of-i2b4ddf89404e139cc2422e29ab7d14?applicationOrigin=search-new&page=27&sortBy=PUBLICATION_DATE
Técnico informático/electrónico/teleco,NETCOMSI,ace 2d,"['Mantenimiento', 'Hardware', 'Software', 'Informatica', 'Telecomunicaciones', 'Electrónica', 'Sistemas operativos']","Se necesita técnico con estudios relacionados con la informática, las telecomunicaciones o la electrónica y experiencia en alguna de las área mencionadas.Requisitos:- Redes inalámbricas y cableadas.- Mantenimiento y reparación de equipos informáticos.- Reparación de componentes electrónicos.- Soporte informático hardware y software.- Administración de servidores, tanto de sistemas operativos como de hardware.Se valorará trabajos relacionados en la administración pública en los últimos tres años.Buscamos una persona dispuesta a asistir a diferentes clientes y empresas. Se necesita que sea activa, responsable, comprometida y con ganas de trabajar de forma dinámica. Imprescindible buena presencia y buen trato con el cliente.",Gondomar,Equipos informáticos, jornada completa,al menos 1 año,indefinido, 15.000€ - 24.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/gondomar/tecnico-informatico-electronico-teleco/of-i5d9add1e664938a599bbf6b42991c6?applicationOrigin=search-new&page=36&sortBy=PUBLICATION_DATE
Técnico instalador fibra óptica - ALBACETE,DIGI SPAIN TELECOM,hace 1d,"['Fibra Optica', 'Telefonía', 'Telecomunicaciones', 'Banda ancha', 'Mantenimiento', 'Atención al cliente']","¿Conoces DIGI? Somos una compañía de Telecomunicaciones en pleno crecimiento. Durante los últimos años hemos creado más de 7.000 empleos estables, ¿te gustaría ser el/la siguiente en formar parte de la #familiaDIGI?Buscamos un/a Instalador FTTH (fibra) en Albacete que se encargará de la instalación de nuestra fibra en los domicilios de cliente, con las siguientes tareas a desempeñar:· Instalación en domicilio de cliente de servicios de telefonía fija y banda ancha, sobre red de FTTH.· Mantenimiento y resolución de incidencias técnicas sobre la red física.· Gestión autónoma de la carga de trabajo /instalaciones diaria.¿Qué podemos ofrecerte?· Incorporación a compañía joven, en pleno crecimiento y con grandes oportunidades de promoción.· Contrato: 3 meses + indefinido.· Ticket Restaurante.· Vehículo de empresa con tarjeta de gasolina¿Te interesa? ¡Te estamos esperando!",Albacete,Telecomunicaciones, jornada completa,al menos 2 años,otros contratos,no disponible,2024-02-10,infojobs,https://www.infojobs.net/albacete/tecnico-instalador-fibra-optica-albacete/of-i9f9938bd4c4b07b3f7f7fe4a1f734d?applicationOrigin=search-new&page=4&sortBy=PUBLICATION_DATE
Técnico senior DB2 mainframe,SEREM Consultoría Empresarial,ace 1d,"['DB2', 'Unix', 'z/OS', 'UDB']","¿Buscas nuevas oportunidades? ¡Envíanos tu currículum y descubre el camino hacia el éxito! ¡Visita nuestro enlace de empleo en: [https://www.serem.com/language/es/empleo/envianos-tu-curriculum/] y comienza a construir tu futuro con nosotros!""En SEREM estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector. Nos encontramos en búsqueda activa de un Técnico Senior DB2 Mainframe.Requisitos:Diseñar, crear e implementar bases de datos DB2/UDB en UNIX y z/OS.Hacer el mantenimiento, ajuste y soporte de bases de datos DB2/UDB en UNIX y z/OS.Soporte de incidencias y cambios de segundo nivel para bases de datos DB2 en z/OS.Interpretar problemas internos o externos. Recomiendar soluciones/mejores prácticasGestionar de tickets (incidentes, problemas y cambios)Experiencia trabajando con sistemas mainframe, incluyendo sistemas operativos de la familia z/OS.Experiencia en ajuste y optimización del rendimientoSupervisar el rendimiento y elaboración de informesAutomatización de procesosExperiencia en diseño relacionalResponder a los problemas escalados de forma oportuna y precisa, garantizando el cumplimiento de los Acuerdos de Nivel de Servicio.Inglés Alto (deseable).Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Posibilidad de teletrabajo.",Madrid,YM, jornada completa,más de 5 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/tecnico-senior-db2-mainframe/of-iff9567067c427fb66a30ebe66472bb?applicationOrigin=search-new&page=18&sortBy=PUBLICATION_DATE
Técnico-a informático-a,Semilleros Saliplant,hace 1d,[],"Semillero Saliplant, SLU, constituida en 1986, dedicada a la producción de planta hortícola utilizando instalaciones modernas y dotadas de tecnológica, que apuesta por el desarrollo e inversión en I+D, líder en la zona de Granada, busca ampliar su equipo de IT, con una persona que cuente con experiencia en análisis, desarrollo e implementación de tecnología y soluciones informáticas que nos permitan:· Digitalizar y automatizar procesos.· Investigar, detectar nuevas necesidades y buscar soluciones para satisfacer necesidades de usuarios de nuestro software.· Testear si funcionan desarrollos llevados a cabo para nuestro software nuestro proveedor de programación.· Configuración de Power BI, para visualizar datos relevantes, de forma rápida, en tiempo real que provengan de nuestro ERP.· Detectar y corregir errores detectados.· Comunicación de forma fluida y constante con el desarrollador de nuestro software.¿Qué buscamos?Buscamos una persona comprometida, implicada, proactiva, resolutiva, organizada y con capacidad de trabajo en equipo, que le apasione la tecnología, la informática y tenga experiencia y conocimientos avanzados en data, Power BI, ofimática (Excel).Se valorará conocimiento en lenguajes de programación como Phyton, java, html, power APPs, así como experiencia en programación o conocimiento sobre estructura y funcionamiento de GSbase etc.Asimismo, se valorará formación específica relacionada con informática, tratamiento y análisis de datos, tales como Técnico superior en desarrollo de aplicaciones multiplataforma, curso de especialización en inteligencia artificial y big data, entre otros.¿Qué ofrecemos?Trabajar con un equipo humano está formado por más de 300 trabajadores-as los cuales tienen un gran sentimiento de pertenencia a nuestra empresa, que valoran entre otros aspectos:· Empresa referente en el sector.· El crecimiento continuo de la empresa.· Autonomía a la hora de realizar su trabajo.· Cercanía.· Diversidad de tareas.· Confianza· Instalaciones y herramientas de trabajo.· Profesionalidad.· Formación y el aprendizaje continuo· Valoración de sugerencias y nuevas ideas que nos ayudan a mejorar y crecer.Todo ello hace de Semillero Saliplant una empresa idónea para desarrollar una carrera profesional, proporcionando todas las herramientas necesarias para que nuestros trabajadores crezcan profesional y personalmente.",Motril,"Agricultura, ganadería y pesca", jornada completa,al menos 3 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/motril/tecnico-informatico/of-i55d6199667430c85dbf8e776377567?applicationOrigin=search-new&page=14&sortBy=PUBLICATION_DATE
Técnico/a Front End - Maquetación -  Chantada,Grupo Hotusa,ace 2d,"['AngularJS', 'Front-end', 'HTML', 'HTML5', 'Hoteles', 'Diseño web']","Bienvenid@ a Grupo Hotusa, La Industria de la FelicidadGrupo Hotusa es un conjunto de empresas del sector turístico-hotelero internacional. Desde 1977 y con más de 5000 empleados en todo el mundo, impulsamos la industria turística a través de la gestión hotelera, la distribución y la prestación de servicios y soluciones a hoteles independientes. Actualmente contamos con más de 250 hoteles propios y más de 3000 hoteles asociados.Con nuestros compromisos como grupo buscamos:- Impulsar el crecimiento y desarrollo profesional en nuestros equipos- Promocionar la cultura y el arte en nuestros espacios- Ayudar al desarrollo local creando empleo de calidad- Buscar la sostenibilidad de nuestras acciones como empresa- Preservar el valor del patrimonio histórico y cultural en nuestros edificios- Fomentar la innovación y evolución continuaEstamos convencidos de que el éxito de una empresa reside en el desarrollo del talento y la ilusión del equipo humano que lo forma. Por ello, buscamos personas que sientan pasión por su trabajo y que quieran crecer con nosotros.PUESTO¿Quieres unirte a la Industria de la felicidad?Buscamos un: Técnico/a de Front End / Maquetación para nuestra oficina de Chantada¿De qué serás responsable?· Implementar, desarrollar y mantener el diseño web a partir de código· Crear interfaces y experiencia de usuario· Optimizar el rendimiento y la velocidad de los sitios y aplicaciones.· Realizar pruebas y depuración de errores en el código.¿Qué buscamos?:· Conocimientos sobre HTML / HTML5· Conocimientos sobre CSS / CSS3· Conocimientos sobre LESS· Conocimientos de AngularJS· Conocimientos de Lodash· Conocimientos de JSS¿Qué ofrecemos?Además, al formar parte de Grupo Hotusa podrás disfrutar de los siguientes beneficios:· 50% de descuento en nuestros hoteles de alta gama: Podrás beneficiarte de descuentos de hasta el 50% en todos nuestros magníficos hoteles 4*/5* alrededor del mundo y hasta un 20% para tus familiares.· Formación The Power Business School: Acceso 100% gratuito e ilimitado a todas las formaciones (MBA, digital, ofimática, Skills etc) de la mano de nuestro partner The Power Business School, la escuela de negocios online nº 1 del mercado e impartida por los mejores profesionales en activo del sector.· Formación en Idiomas: Tendrás acceso a nuestra formación en idiomas, tanto presencial como online. (no para hoteles)· Acceso a nuestro Club del Empleado: donde podrás beneficiarte de diferentes tipos de descuentos y ventajas de todo tipo (ocio, tecnología, deporte, moda etc)· Disfrutar de noches de hotel gratis: con el Programa de referenciados de Grupo Hotusa, recompensamos las recomendaciones que se transforman en contrataciones. Si recomiendas a alguien y le contratamos, recibes noches de hotel gratis.Si este proyecto te interesa y crees que encajas en el perfil, nos encantaría que apliques a la posición. O, si conoces a alguien que le pueda interesar, no dudes en compartir esta oferta.",Chantada,Turismo, jornada completa,al menos 1 año,otros contratos,no disponible,2024-02-10,infojobs,https://www.infojobs.net/chantada/tecnico-front-end-maquetacion-chantada/of-i7d3141c45f471ebbc17445c02628c2?applicationOrigin=search-new&page=35&sortBy=PUBLICATION_DATE
Técnico/a Informático (Microinformática).,INELCOM,ace 1d,"['Jira', 'Remedy', 'Administración de sistemas', 'Informatica', 'Gestión de incidencias', 'Herramientas de ticketing', 'Software', 'Mantenimiento', 'Telecomunicaciones', 'Linux']","Si tienes formación en el ámbito de las telecomunicaciones e informática (ASIR, STI, SMR), y tienes ganas de incorporarte a un proyecto relacionado para continuar en sector o desarrollarte profesionalmente, INELCOM puede ser la oportunidad que buscas.Somos una compañía con más de 2000 profesionales en activo en el ámbito de la ingeniería, telecomunicaciones y tecnologías de la información, dedicada a proyectos de soporte TIC para grandes clientes, así como al diseño, fabricación, instalación y mantenimiento de dispositivos electrónicos, y precisamos incorporar personal en nuestros equipos de MolletEstamos buscando personal con formación y/o experiencia relacionada en redes/informática para incorporarse como Operadores de Redes/Sistemas, desempeñando las siguientes tareas:Responsabilidades:- Proporcionar soporte técnico directo a usuarios para resolver problemas de hardware, software y redes.- Instalar, configurar y mantener equipos informáticos, periféricos y software en estaciones de trabajo individuales.- Realizar mantenimiento preventivo para garantizar el rendimiento óptimo de los sistemas.- Diagnosticar y reparar problemas técnicos de manera eficiente para minimizar el tiempo de inactividad.- Implementar medidas de seguridad informática a nivel de estaciones de trabajo.- Mantener sistemas operativos y aplicaciones actualizados mediante la aplicación de parches y actualizaciones.- Establecer y verificar estrategias de respaldo de datos.- Proporcionar capacitación básica a los usuarios sobre el uso eficiente y seguro de los sistemas informáticos.¿Qué buscamos?- Diploma o certificación en Informática, Tecnología de la Información o campo relacionado.- Experiencia comprobada en soporte técnico y mantenimiento de sistemas informáticos.- Conocimientos sólidos de hardware, software y redes.- Habilidades de diagnóstico y resolución de problemas.- Conocimientos de seguridad informática y medidas preventivas.- Familiaridad con la instalación y configuración de equipos y software.- Capacidad para trabajar de manera independiente y en equipo.- Excelentes habilidades de comunicación y servicio al cliente.¿Qué ofrecemos?- Posibilidad de trabajar en una empresa en pleno crecimiento a nivel nacional e internacional.- Tu participación en interesantes proyectos tecnológicos para clientes de primer nivel.- Desarrollar una carrera profesional dentro de la compañía.- Beneficiarte de un plan de formación que abarca tanto el área técnica como el desarrollo de habilidades.- Incorporarte a una compañía con 40 años de experiencia profesional.- Formar parte de una empresa responsable y comprometida con la igualdad de oportunidades y el medio ambiente.Si tienes ganas de aportar tus capacidades y conocimientos y estás buscando unirte a un proyecto en crecimiento en nuestro sector ¡Te animamos a que apliques y nos podamos conocer!En áreas de favorecer la igualdad entre mujeres y hombres, se procurará el equilibrio de género en los procesos de selección y, en igualdad de condiciones, se incorporará en dichos procesos a los/las candidatos/as del sexo menos representado en el puesto o área.",Mollet Del Vallès,Servicios y tecnología de la información, jornada completa,al menos 1 año,indefinido, 18.000€ - 18.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/mollet-del-valles/tecnico-informatico-microinformatica-./of-i1aeb4aa3434a82989b90de4aea8726?applicationOrigin=search-new&page=21&sortBy=PUBLICATION_DATE
Técnico/a Instalador Redes Telecomunicaciones. BARCELONA,FASTER EMPLEO ETT,ace 2d,[],"GRUPO FASTER selecciona de forma urgente para incorporación inmediata a un perfil Técnico Instalador de Redes Telecomunicaciones JUNIOR para una importante Compañía del sector de Telecomunicaciones situada en BARCELONA, especializada en comunicaciones de empresas. Su portafolio de servicios incluye desde la consultoría e ingeniería de redes hasta el mantenimiento integral de todas sus comunicaciones, pasando por la implementación e instalación de las mismas.*Qué buscamos?- Buscamos a personas muy jóvenes, con ganas de aprender y formarse. No es necesario tener experiencia en el puesto.- Formación: sería deseable tener un Ciclo Formativo de grado medio o superior en electricidad y electrónica o haber cursado Formación Profesional Básica (antiguo PCPI), o estar en posesión de un carnet de instalador de baja tensión.*Funciones:Trabajaría bajo la supervisión de un técnico de instalaciones senior, en pareja, en instalaciones de cableado estructurado, instalación de monitores de A/V, equipos WiFi y otras instalaciones de telecomunicaciones, generalmente en dependencias de clientes.*Horario:De septiembre a junio: de lunes a jueves de 7:45 a 16:00, y los viernes de 7:45 a 14:45.En verano, julio y agosto: de 7:45 a 14:45.*Salario: 10.38€ b/h*Condiciones de contratación: 3 meses por medio de FASTER + incorporación a empresa en puesto estable.*Zona de trabajo: Barcelona",Barcelona,Telecomunicaciones, jornada completa,no requerida,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/barcelona/tecnico-instalador-redes-telecomunicaciones.-barcelona/of-i49ed745e044067b4e2e6a886e6b247?applicationOrigin=search-new&page=37&sortBy=PUBLICATION_DATE
Técnico/a Instalador Redes Telecomunicaciones. SEVILLA,FASTER EMPLEO ETT,ace 2d,[],"GRUPO FASTER selecciona de forma urgente para incorporación inmediata a un perfil Técnico Instalador de Redes Telecomunicaciones JUNIOR para una importante Compañía del sector de Telecomunicaciones situada en SEVILLA, especializada en comunicaciones de empresas. Su portafolio de servicios incluye desde la consultoría e ingeniería de redes hasta el mantenimiento integral de todas sus comunicaciones, pasando por la implementación e instalación de las mismas.*Qué buscamos?- Buscamos a personas muy jóvenes, con ganas de aprender y formarse. No es necesario tener experiencia en el puesto.- Formación: sería deseable tener un Ciclo Formativo de grado medio o superior en electricidad y electrónica o haber cursado Formación Profesional Básica (antiguo PCPI), o estar en posesión de un carnet de instalador de baja tensión.*Funciones:Trabajaría bajo la supervisión de un técnico de instalaciones senior, en pareja, en instalaciones de cableado estructurado, instalación de monitores de A/V, equipos WiFi y otras instalaciones de telecomunicaciones, generalmente en dependencias de clientes.*Horario:De septiembre a junio: de lunes a jueves de 7:45 a 16:00, y los viernes de 7:45 a 14:45.En verano, julio y agosto: de 7:45 a 14:45.*Salario: 10.38€ b/h*Condiciones de contratación: 3 meses por medio de FASTER + incorporación a empresa en puesto estable.*Zona de trabajo: Sevilla",Sevilla,Telecomunicaciones, jornada completa,al menos 1 año,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/sevilla/tecnico-instalador-redes-telecomunicaciones.-sevilla/of-i01fb68ab3344e5ac2b9c97dcc4d20d?applicationOrigin=search-new&page=37&sortBy=PUBLICATION_DATE
Técnico/a Instalador Redes Telecomunicaciones.BILBAO,FASTER EMPLEO ETT,ace 2d,[],"GRUPO FASTER selecciona de forma urgente para incorporación inmediata a un Técnico/a Instalador de Redes Telecomunicaciones/Perfil de oficial de 1ª para una importante Compañía del sector de Telecomunicaciones situada en Bilbao o cercanías (50 Km), especializada en comunicaciones de empresas. Su portafolio de servicios incluye desde la consultoría e ingeniería de redes hasta el mantenimiento integral de todas sus comunicaciones, pasando por la implementación e instalación de las mismas.*Qué buscamos?- Buscamos a personas muy jóvenes, con ganas de aprender y formarse. No es necesario tener experiencia en el puesto.- Formación: sería deseable tener un Ciclo Formativo de grado medio o superior en electricidad y electrónica o haber cursado Formación Profesional Básica (antiguo PCPI), o estar en posesión de un carnet de instalador de baja tensión.- Conocimientos en datos y electricidad con perfil de oficial de 1ª.- Con carnet y coche propio hasta que la empresa le pueda facilitar furgoneta.*Funciones:Trabajaría bajo la supervisión de un otro técnico de instalaciones, en pareja, en instalaciones de cableado estructurado, instalación de monitores de A/V, equipos WiFi y otras instalaciones de telecomunicaciones, generalmente en dependencias de clientes.*Horario:De septiembre a junio: de lunes a jueves de 7:45 a 16:00, y los viernes de 7:45 a 14:45.En verano, julio y agosto: de 7:45 a 14:45.*Salario: 11.17€ b/h*Condiciones de contratación: 3 meses por medio de FASTER + incorporación a empresa en puesto estable.*Zona de trabajo: Bilbao y alrededores (hasta 50 kms)INCORPORACIÓN INMEDIATA",Bilbao,Telecomunicaciones, jornada completa,al menos 1 año,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/bilbao/tecnico-instalador-redes-telecomunicaciones.bilbao/of-ifae58b6e7a4897838713063cd00e60?applicationOrigin=search-new&page=35&sortBy=PUBLICATION_DATE
Técnico/a Instalador/a de Fibra Óptica (Altas y Averías),PTV Telecom,hace 23h,[],"Si tienes experiencia en altas y en solución de incidencias de FTTH, únete a nuestro gran equipo para que sigamos garantizando la satisfacción de nuestros clientes mediante un servicio técnico de calidad. Es importante disponer también de conocimientos o experiencia en planta externa.Ofrecemos:- Contrato indefinido a jornada completa con posibilidades reales de crecimiento.- Salario competitivo compuesto por fijo más interesantes incentivos.- Se deberá disponer de vehículo propio, pero la empresa paga el kilometraje y facilitará todo el equipamiento necesario para el desarrollo de la actividad (herramientas, escalera, portátil, línea móvil, vestuario, EPIs, materiales...)Inscríbete y sé parte de una empresa comprometida con la excelencia técnica y la satisfacción del cliente. ¡Esperamos conocerte pronto!",Alicante/Alacant,Telecomunicaciones, jornada completa,al menos 1 año,indefinido, 40.000€ - 50.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/alicante-alacant/tecnico-instalador-fibra-optica-altas-averias/of-ifa11c881604b5bbe64c6ec19ebad3a?applicationOrigin=search-new&page=3&sortBy=PUBLICATION_DATE
Técnico/a Instalador/a de Fibra Óptica (Altas y Averías),PTV Telecom,hace 1d,[],"Si tienes experiencia en altas y en solución de incidencias de FTTH, únete a nuestro gran equipo para que sigamos garantizando la satisfacción de nuestros clientes mediante un servicio técnico de calidad.Ofrecemos:- Contrato indefinido a jornada completa con posibilidades reales de crecimiento.- Salario competitivo compuesto por fijo más interesantes incentivos.- Se deberá disponer de vehículo propio, pero la empresa paga el kilometraje y facilitará todo el equipamiento necesario para el desarrollo de la actividad (herramientas, escalera, portátil, línea móvil, vestuario, EPIs, materiales...)Inscríbete y sé parte de una empresa comprometida con la excelencia técnica y la satisfacción del cliente. ¡Esperamos conocerte pronto!",Jaén,Telecomunicaciones, jornada completa,al menos 1 año,indefinido, 2.000€ - 3.600€ Bruto/mes,2024-02-10,infojobs,https://www.infojobs.net/jaen/tecnico-instalador-fibra-optica-altas-averias/of-if59cff79e342af8af8d8c41a8f4ec5?applicationOrigin=search-new&page=23&sortBy=PUBLICATION_DATE
Técnico/a MQ Series (REMOTO),Grupo ICA,ace 1d,"['IBM MQ Series', 'Rabbit MQ']","Desde ICA Informática y Comunicaciones Avanzadas nos encontramos en búsqueda de un/a  Técnico Especialista en MQ Series con nivel de inglés avanzado para trabajar en un proyecto internacional en modalidad 100% remoto.Ofrecemos:-Estabilidad laboral con contratación indefinida.-Proyección profesional.-Horario: oficina.-Salario competitivo-Plan de Formación-Plan de Retribución flexible-Plan de Conciliación¿Quiénes Somos?I.C.A Informática y Comunicaciones Avanzadas S.L. somos una empresa líder en consultoría tecnológica con sede en Madrid y con una trayectoria de más de 40 años en el sector. Desde nuestra fundación en 1983, hemos evolucionado constantemente para ofrecer soluciones innovadoras y servicios de alta calidad en el ámbito de la tecnología.Contamos con un equipo de más de 250 profesionales altamente capacitados y especializados en el desarrollo de software y la implementación de sistemas avanzados, brindando soluciones personalizadas a clientes de diversos sectores.En I.C.A estamos comprometidos con la responsabilidad empresarial, y nos enorgullece haber obtenido la certificación como Empresa Familiarmente Responsable. Esta distinción refleja nuestro compromiso con el bienestar de nuestros empleados, promoviendo un equilibrio armonioso entre la vida laboral, personal y familiar.¡Únete a nuestro equipo!",Madrid,"Programación, Consultoria y otras Activ. informaticas", jornada completa,al menos 4 años,indefinido, 43.000€ - 46.000€ Bruto/año,2024-02-10,infojobs,https://www.infojobs.net/madrid/tecnico-mq-series-remoto/of-i6393fe426946728863202fee3e0437?applicationOrigin=search-new&page=6&sortBy=PUBLICATION_DATE
Técnico/a Mecánico Torrejón de Ardoz Presencial,EXIS-TI,ace 1d,"['Mecanizado', 'Informatica', 'CNC', 'Mecánica', 'Seguridad', 'Piezas', 'Documentación Técnica', 'Documentación', 'Torno']","Desde EXIS TI queremos incorporar un/una:Técnico MecánicoTITULACIÓN:-Formación Profesional o Ciclo Formativo en Técnico en fabricación mecánicaEXPERIENCIA:-Experiencia en: Centro de mecanicazo ( fresadora) CNC-Conocimiento de trabajo en Torno, plegadora , mecanizado de todo tipo de piezas y fabricación de piezas de prototipos y reproceso de piezas mecánicas Interpretación de la documentación técnica (planos y esquemas).-Informática nivel medio Word y Excel.DISPONIBILIDAD PARA:-Disponibilidad para viajar-Disponibilidad de horas extras por si fuese necesario anca ESD y botas de seguridadMODALIDAD: presencial en Torrejón de Ardoz",Torrejón De Ardoz,SHE, jornada completa,al menos 2 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/torrejon-de-ardoz/tecnico-mecanico-torrejon-ardoz-presencial/of-i0170068dbd4b02bca37b9f71c35edd?applicationOrigin=search-new&page=15&sortBy=PUBLICATION_DATE
Técnico/a Microinformático Las Rozas.,Sermicro,ace 1d,"['herramientas de ticketing', 'directorio activo']","¡Te invitamos a formar parte de nuestro equipo!Actualmente estamos buscando un Técnico/a Microinformático Las Rozas para trabajar en un servicio para grandes empresas.Te invitamos a formar parte de Grupo Sermicro, una empresa de referencia de Soluciones y Servicios TIC, que ayuda a las empresas a desplegar su estrategia de negocio mediante un uso eficiente e innovador de la tecnologíaSe requiere:- FP Grado Medio en Informática- 1 año de experiencia en puestos similares- Herramientas de ticketing- Carnet de conducirFunciones:- Soporte a usuarios in situ y remoto- Resolución de incidencias de hardware y software- Maquetado de equipos- Gestión de usuarios en directorio activoSe ofrece:- Oportunidad para trabajar en una importante empresa líder en su sector y en continuo crecimiento- Formación, aprendizaje continuo y una carrera profesional orientada a la especialización y promoción- Buen ambiente de trabajo- Estabilidad LaboralCentro de Trabajo: Las Rozas",Las Rozas De Madrid,MAVB, jornada completa,al menos 1 año,fijo discontinuo,no disponible,2024-02-10,infojobs,https://www.infojobs.net/las-rozas-de-madrid/tecnico-microinformatico-las-rozas./of-i555b9aa9974e838fb049fdf7e46c94?applicationOrigin=search-new&page=11&sortBy=PUBLICATION_DATE
Técnico/a PRL para Obra Fotovoltaica en Salteras,GI GROUP,ace 2d,[],"Desde Gi Group, la firma de servicios de trabajo temporal y permanent placement de Gi Group Holding, multinacional italiana líder en soluciones de Recursos Humanos, estamos convencidos de que podemos ayudarte a encontrar tu trabajo ideal. Es sencillo, cuidamos de ti y nos preocupamos por potenciar tu carrera profesional.Gi Group desde su línea especializada en Energía Renovable Gi Pro precisa incorporar para importante empresa dedicada al montaje de plantas fotovoltaicas a un/a Técnico/a de PRL para una obra fotovoltaica ubicada en Salteras.Requisitos:Ciclo formativo o similar en materia de PRL.Experiencia demostrable en funciones similaresPersona dinámica, proactiva y responsableFunciones:Planificación, seguimiento y control de las acciones derivadas de la Evaluación de riesgos laborales.Impartir formaciones en materia preventiva.Realizar las investigaciones de accidentes.&amp;nbsp;Se ofrece:Contrato con una duración de 4 meses.Continuidad en otras obras.Y bien, ¿estás preparad@? Una oportunidad laboral de calidad y un trato personalizado y cercano te están esperando.¡Inscríbete a la oferta y únete al equipo Gi Group! Te estamos esperando porque #NuestroCompromisoEresTú.En cumplimiento de la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales, le informamos de que sus datos personales forman parte de un fichero propiedad de Gi Group Spain ETT S.L.U. y son tratados con la única finalidad de mantener la relación adquirida con usted. Puede ejercitar sus derechos de acceso, rectificación, cancelación y oposición dirigiéndose por escrito a Paseo de la Castellana, 89, 5º Planta, 28046, Madrid.",Salteras,Informática y telecomunicaciones-Calidad, jornada completa,no requerida,fijo discontinuo,no disponible,2024-02-10,infojobs,https://www.infojobs.net/salteras/tecnico-prl-para-obra-fotovoltaica-salteras/of-i3dd68cc6884f2da2721e5d01fb3626?applicationOrigin=search-new&page=32&sortBy=PUBLICATION_DATE
Técnico/a PowerPlatform - Teletrabajo,TENEA Tecnologías,ace 1d,[],"¿Estás en búsqueda de una nueva oportunidad laboral? Des de Grupo Tenea seleccionamos un/a Técnico/a Powerplatform, para un proyecto y cliente de gran envergadura.Tendrás la oportunidad de trabajar ""codo con codo"" con un gran equipo de profesionales como tú, donde podrás mostrar todo tu potencial y a la vez seguir mejorando tu perfil profesional.Grupo Tenea ofrece:- Estabilidad laboral, proyección profesional y Plan de Carrera personalizado.- Incorporación a un equipo altamente cualificado y dentro de un entorno tecnológico avanzado en el que están integradas las últimas soluciones del mercado.- Incorporación opcional a los programas Just Certified People de Grupo Tenea (cobertura del coste de los exámenes de certificación oficial aprobados y bonificación de 300 euros por certificación obtenida)",Madrid,LP, jornada completa,al menos 2 años,indefinido,no disponible,2024-02-10,infojobs,https://www.infojobs.net/madrid/tecnico-powerplatform-teletrabajo/of-icaad7f2c054963a8c71e2bf3d92e4e?applicationOrigin=search-new&page=19&sortBy=PUBLICATION_DATE
