titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,portal
Big Data Engineer - Technical Support - Google Cloud in Barcelona,Webhelp Spain,hace 2m,"['Big data', 'Data Warehousing', 'Python', 'Java', 'HTTP', 'SQL']","WHAT WE LOOK FORAre you looking forward to being a Cloud Engineer? Do you think it could be interesting to learn the top notch technologies available from Google's internal point of view? Would you like to learn every single bit of the cloud systems and how Big Data works on the top Companies worldwide? In this case please keep reading as we are looking for a talented Cloud Data Engineer with a deep understanding of Python/Java to join our young and international team based in Barcelona. Companies all around the world rely on Google Cloud! Here your main responsibility will be to provide outstanding technical support for the most prestigious Google Cloud clients. As part of our team you will be responsible of providing high level technical support to BigData products and ETL processes ranging from Orchestration (such as Airflow/Kubernetes) to parallel processing frameworks (such as Spark, Hadoop, Beam) to relational databases for analysis (SQL) among other technologies closely related to Artificial Intelligence (such as Machine Learning applications) to worldwide clients while gathering feedback to help improve the Cloud Platform products, which will boost your IT career into the next level.Minimum requirements:100% fluent in English.European citizenship or work permit in SpainBachelor's degree in computer science, software/computer engineering, applied mathematics, physics, statistics, or applicable work experience.Experience with Linux/UNIXIn-depth programming skills in Python or JavaExperience with relational SQL and NoSQL databasesUnderstanding of streaming data architectures and technologies for real-time data processingExperience with big data tools (e.g. Hadoop, Spark, Kafka, HBase, etc.)Data warehousing and ETL ToolsUnderstanding of basic web technologies (e.g. TCP/IP, DNS, HTTP, etc.).Desirable skills:Experience in Machine LearningExperience with code repositoriesExperience with cloud providers (Google Cloud Platform, Amazon Web Services, Microsoft Azure)WHAT YOU WILL GETPermanent contractFull time position (39 hours / week) Salary package: 30.040€ gross/year (25.000 as base salary + 3.000 as bonus + 1.540 ticket restaurant + private health insurance valued approximately 500€)Two months of paid training!Learning is the key to success. Here you will have constant training + access to all the Google Cloud certifications, for free! You will become an expert on Cloud. You will get to know how the Cloud really works in a corporate environment. 23 days of vacation and day off on your birthdayFree fresh fruit and coffee Not everything can be working: we have Ping pong, arcade machines, pool table and foosball in the office!Teamwork in a multicultural environment, social activities and personal development, where you and your colleagues will be working together in order to achieve the objectives and learn together.Relocation available for new joiners from outside Catalonia! No dress code! You will be working in a casual environment from Monday to Friday from 9am to 6pm. In the future you might work some weeks from 8am to 5 pm or 10 am to 7 pm (according to business needs).You will also be working one weekend every two months being extra paid in case that you do so. The weekend working shift could either be from 9am to 6 pm or from 6am to 3pm.WHO WE AREWebhelp Group is a consolidated and dynamic international company providing service to the top 10 companies belonging to the IT and social networking world. We are based in the heart of Barcelona with more than 3000 employees from all over the world. On top of that, we offer an attractive environment with a great team spirit. The recruitment processes and people involved in them (both recruiters and Project Managers) will not discriminate any candidacy because of age, disability, ethnic, marital status, gender, nationality, ideology",Barcelona,Telecomunicaciones, jornada completa,no requerida,indefinido,27.000€ - 33.000€ Bruto/año,2024-01-26,infojobs
Programador Senior .Net,"Servinform, S.A."," 
01 de dic",[],"¿Eres un Genio de la Programación, te gustan los retos y quieres formar parte del mejor partner de la Transformación digital 360?¡INSCRÍBETE!Somos Servinform, a día de hoy posiblemente el mejor partner socio de la Transformación digital 360, gestionamos diferentes proyectos para más 1500 empresas cliente gracias a un equipo de 9.000 profesionales que desarrollan la actividad en desde Madrid, Sevilla, Barcelona, Valencia y Bilbao.Actualmente precisamos incorporar Desarrollador Fullstack .Net con al menos 3 años de experiencia en análisis y desarrollo de aplicaciones web y software en entorno .Net.Funciones:* Desarrollo, análisis, diseño, implementación, pruebas y mantenimiento de software en entorno .net* Desarrollo en front-end de la aplicación web usando HTML5, CSS3, SignalR, Bootstrap3 / 2 y jQuery 5.0 / 4.1 y controles AJAX para actualizaciones de página parciales y para disminuir el tiempo de respuesta en las páginas.* Implementación de operaciones de consulta LINQ como operaciones de agrupación, ordenación y filtrado para acceder a la base de datos para la búsqueda de rutas, controladores y paquetes.Ofrecemos:* Contrato Indefinido. Proyecto estable con opción de desarrollo dentro de la empresa.* Buen ambiente laboral en una empresa en constante desarrollo que te permitirá mejorar tus capacidades y aptitudes* Jornada completa de lunes a jueves de 9:00 a 18:30h y Viernes de 9:00 a 15:00hs* Modalidad de trabajo Híbrido (3 días de teletrabajo y 2 presencial)* Salario según experiencia/conocimientos a aportar.* Convenio de Consultoría* Ubicación: Mairena del Aljarafe **Ningún sector de nuestra sociedad puede ser entendido sin la igualdad entre hombres y mujeres, así como la integración de las personas con discapacidad. Por eso, en Servinform enfocamos la igualdad y diversidad como un factor elemental para el progreso social, trabajando día a día para cumplir este objetivo.",Córdoba,Servicios y tecnología de la información, jornada completa,al menos 3 años,indefinido,25.000€ - 33.000€ Bruto/año,2024-01-26,infojobs
Programador Senior .Net,"Servinform, S.A."," 
01 de dic",[],"¿Eres un Genio de la Programación, te gustan los retos y quieres formar parte del mejor partner de la Transformación digital 360?¡INSCRÍBETE!Somos Servinform, a día de hoy posiblemente el mejor partner socio de la Transformación digital 360, gestionamos diferentes proyectos para más 1500 empresas cliente gracias a un equipo de 9.000 profesionales que desarrollan la actividad en desde Madrid, Sevilla, Barcelona, Valencia y Bilbao.Actualmente precisamos incorporar Desarrollador Fullstack .Net con al menos 3 años de experiencia en análisis y desarrollo de aplicaciones web y software en entorno .Net.Funciones:* Desarrollo, análisis, diseño, implementación, pruebas y mantenimiento de software en entorno .net* Desarrollo en front-end de la aplicación web usando HTML5, CSS3, SignalR, Bootstrap3 / 2 y jQuery 5.0 / 4.1 y controles AJAX para actualizaciones de página parciales y para disminuir el tiempo de respuesta en las páginas.* Implementación de operaciones de consulta LINQ como operaciones de agrupación, ordenación y filtrado para acceder a la base de datos para la búsqueda de rutas, controladores y paquetes.Ofrecemos:* Contrato Indefinido. Proyecto estable con opción de desarrollo dentro de la empresa.* Buen ambiente laboral en una empresa en constante desarrollo que te permitirá mejorar tus capacidades y aptitudes* Jornada completa de lunes a viernes.* Modalidad de trabajo: teletrabajo* Salario según experiencia/conocimientos a aportar.* Convenio de Consultoría* Ubicación: Málaga**Ningún sector de nuestra sociedad puede ser entendido sin la igualdad entre hombres y mujeres, así como la integración de las personas con discapacidad. Por eso, en Servinform enfocamos la igualdad y diversidad como un factor elemental para el progreso social, trabajando día a día para cumplir este objetivo.",Málaga,Servicios y tecnología de la información, jornada completa,al menos 3 años,indefinido,25.000€ - 33.000€ Bruto/año,2024-01-26,infojobs
Programador/a Senior .NET,"Servinform, S.A."," 
01 de dic",[],"Servinform, a día de hoy posiblemente el mejor partner socio de la Transformación digital 360, gestionamos diferentes proyectos para más 1500 empresas cliente gracias a un equipo de 9.000 profesionales que desarrollan la actividad en desde Madrid, Sevilla, Barcelona, Valencia y Bilbao.Seleccionamos Programador/a  con al menos 2 años de experiencia  con tencnología .Net para formar parte de nuestro equipo de desarrollo, donde la persona seleccionada participará en proyectos de desarrollo de aplicaciones Web y soluciones a medida.¿Cuáles serán tus funciones?- Diseño, nuevo desarrollo y mantenimiento correctivos, evolutivos y adaptativos en proyectos de desarrollo de aplicaciones Web con Tecnología .Net- Mantenimiento preventivo y evolutivos de las bases de datos¿Con qué tecnologías vas a trabajar?* Desarrollo en .Net (C#, Net Core, ASP.Net)* ADO.NET, Entity Framework, LINQ* Desarrollos front con HTML5, CSS3, Bootstrap3 / 2 y jQuery 5.0 / 4.1 y controles AJAX* Base de Datos SQL Server, Oracle* Control de versiones: TFS ,GIT y SVN- Te Ofrecemos:* Contrato Indefinido. Proyecto estable ¡La estabilidad es uno de nuestros puntos fuertes!* Buen ambiente laboral en una empresa en constante desarrollo que te permitirá mejorar tus capacidades y aptitudes* Jornada completa de lunes a viernes* Modalidad de trabajo HIBRIDA (3 días de Teletrabajo + 2 días Presencial)* Salario: 25.000 - 30.000€ brutos anuales (cifra abierta a negociación según experiencia y conocimientos a aportar)* Retribución Flexible (seguro médico, transporte, formaciones, guardería...)* Convenio de Consultoría* Ubicación: Sevilla - Mairena del Aljarafe en el Polígono PISA.¿Eres un Genio de la Programación, te gustan los retos y quieres formar parte del mejor partner de la Transformación digital 360? TE ESTAMOS ESPERANDO, ¡INSCRÍBETE!**Ningún sector de nuestra sociedad puede ser entendido sin la igualdad entre hombres y mujeres, así como la integración de las personas con discapacidad. Por eso, en Servinform enfocamos la igualdad y diversidad como un factor elemental para el progreso social, trabajando día a día para cumplir este objetivo.",Sevilla,Servicios y tecnología de la información, jornada completa,al menos 2 años,indefinido,25.000€ - 30.000€ Bruto/año,2024-01-26,infojobs
Administrativo/a sector informática,NTT DATA ofertas de empleo profesionales," 
01 de dic",[],"Para nuestro iCenter (ubicado en Playa San juan y Ciudad Real) buscamos cubrir dos posiciones en el equipo de MSI Sabadell donde el objetivo es la gestión y agilización de tareas, asistencia a reuniones y presentación de comités con conocimiento tecnológico en IT.· Para ello deberá realizar las siguientes funciones:· Priorizar, gestionar y realizar seguimiento de tareas· Comunicación activa (oral y escrita)· Presentación de comités· Asistencia a reuniones de cliente · Habilidades mínimas requeridas:· Conocimiento tecnológico en IT· Saber desenvolverse en entornos con gran carga de trabajo· Capacidad de comunicación verbal y escrita orientada a cliente· Persona metódica, ordenada y ágil.· Experiencia en herramientas ofimáticas (Excel, Outlook, WORD, PowerPoint, ...)NTT Data somos todas las personas que la formamos. Un equipo de más de 139.000 profesionales, tan diverso cómo diversos son los 50 países en los que estamos presentes y los diferentes sectores en los que desarrollamos nuestra actividad; telecomunicaciones, entidades financieras, industria, utilities, energía, administración pública y sanidad.¿Nuestra misión? Ofrecer soluciones tecnológicas, de negocio, estrategia, desarrollo y mantenimiento de aplicaciones, siendo un referente en consultoría. Todo gracias a la colaboración entre equipos, la calidad humana de nuestra gente y a que no nos conformamos con lo establecido, buscamos siempre la innovación que nos acerca al futuro.Nuestra esencia nos ha llevado a la vanguardia de la tecnología, a romper paradigmas y a brindar las soluciones que realmente se corresponden a las necesidades de cada cliente. Nuestro talento nos ha hecho poder decir con orgullo que somos una de las 6 empresas TOP de tecnologías en el mundo.NTT Data te ofrece:- Contrato indefinido- Horario de trabajo flexible y Teletrabajo- Retos y Oportunidades profesionales- Formación desde el primer día dirigido a la especialización técnica- Salario en función de la experiencia del candidatoPorque #Greattech, needs #GreatPeople, like you.",Alicante/Alacant,Servicios y tecnología de la información, jornada completa,al menos 1 año,indefinido,o disponible,2024-01-26,infojobs
Programador .Net,"Servinform, S.A."," 
01 de dic",[],"¿Eres un Genio de la Programación, te gustan los retos y quieres formar parte del mejor partner de la Transformación digital 360?¡INSCRÍBETE!Somos Servinform, a día de hoy posiblemente el mejor partner socio de la Transformación digital 360, gestionamos diferentes proyectos para más 1500 empresas cliente gracias a un equipo de 9.000 profesionales que desarrollan la actividad en desde Madrid, Sevilla, Barcelona, Valencia y Bilbao.Actualmente precisamos incorporar Desarrollador Fullstack .Net con al menos 3 años de experiencia en análisis y desarrollo de aplicaciones web y software en entorno .Net.Funciones:* Desarrollo, análisis, diseño, implementación, pruebas y mantenimiento de software en entorno .net* Desarrollo en front-end de la aplicación web usando HTML5, CSS3, SignalR, Bootstrap3 / 2 y jQuery 5.0 / 4.1 y controles AJAX para actualizaciones de página parciales y para disminuir el tiempo de respuesta en las páginas.* Implementación de operaciones de consulta LINQ como operaciones de agrupación, ordenación y filtrado para acceder a la base de datos para la búsqueda de rutas, controladores y paquetes.Ofrecemos:* Contrato Indefinido. Proyecto estable con opción de desarrollo dentro de la empresa.* Buen ambiente laboral en una empresa en constante desarrollo que te permitirá mejorar tus capacidades y aptitudes* Jornada completa de lunes a viernes.* Modalidad de trabajo HIBRIDA (Teletrabajo + Presencial)* Salario según experiencia/conocimientos a aportar.* Convenio de Consultoría* Ubicación: Valencia**Ningún sector de nuestra sociedad puede ser entendido sin la igualdad entre hombres y mujeres, así como la integración de las personas con discapacidad. Por eso, en Servinform enfocamos la igualdad y diversidad como un factor elemental para el progreso social, trabajando día a día para cumplir este objetivo.",Valencia,Servicios y tecnología de la información, jornada completa,al menos 3 años,indefinido,25.000€ - 30.000€ Bruto/año,2024-01-26,infojobs
RESPONSABLE DE DEPARTAMENTO DE SERVICIO TÉCNICO,"JET COMPUTER, S.L."," 
30 de nov","['HARDWARE Y SOFTWARE', 'Laboratorio']","SE BUSCA TÉCNICO PARA LABORATORIO INFORMÁTICO, FUNCIONES: AUDITAR EQUIPOS, FORMATEAR EQUIPOS Y FUNCIONES PROPIAS DEL DEPARTAMENTOSALARIO SEGÚN VALÍA (FORMACIÓN Y EXPERIENCIA) APORTADA.PARA EL CASO DE RESPONSABLE DEL DEPARTAMENTO TÉCNICO TENDRÁ PERSONAL A CARGO",Leganés,Equipos informáticos, jornada completa,al menos 2 años,indefinido,17.000€ - 21.000€ Bruto/año,2024-01-26,infojobs
Técnico de redes,TECNOLOGIAS PLEXUS S.L.," 
30 de nov",[],"FuncionesDesde Plexus seleccionamos un perfil de Técnico de Redes para unirse a nuestro equipo en el área de comunicaciones.¿Cuáles serían tus funciones?- Operación y administración de equipamiento integrado en el servicio de gestión de redes de área local- Supervisión de dispositivos activos de las redes de área local y diversos parámetros de rendimiento de los equipos a través de las plataformas de gestión existentes.- Detección de fallos operacionales en los equipos de red gestionados- Mantenimiento preventivo de los equipos gestionados, incluyendo actuaciones remotas o in-situ necesarias- Gestión de las configuraciones de los equipos, manteniendo y configurando los dispositivos para el correcto funcionamiento de la red- Gestión y reconocimiento de alarmas de los equipos incluidos en gestión valorando la gravedad de los fallos en términos de impacto en el servicio.- Apoyo y seguimiento y control de los pedidos de provisión de servicios de los organismos o entidades solicitantse- Apoyo al inventariado de los elementos de la infraestructura de red desplegada o solución de conectividad wifia través de la herramienta de provisión de servicios- Gestión de incidencias, peticiones y consultas acorde a SLAs (gestión LAN, seguridad perimetral y WIFI corporativo)- Tramitación de RMAs y mantenimiento de hardware/software en garantía con fabricantes y proveedores.Se ofrece- Modelo de teletrabajo híbrido, podrás trabajar desde casa pero se hacen visitas semanales a cliente.- Servicio 8*5 de lunes a viernes, con un servicio de guardia opcional que se remunera adicionalmente.- Contrato indefinido desde el primer momento.- 2 certificaciones al año con el coste asumido totalmente por Plexus, para que puedas seguir formándote sí así lo deseas.",Sevilla,"
Informática y telecomunicaciones -
													Hardware, redes y seguridad
", jornada completa,al menos 1 año,indefinido,o disponible,2024-01-26,infojobs
Programador .NET,"Servinform, S.A."," 
30 de nov",[],"¿Eres un Genio de la Programación, te gustan los retos y quieres formar parte del mejor partner de la Transformación digital 360?¡INSCRÍBETE!Somos Servinform, a día de hoy posiblemente el mejor partner socio de la Transformación digital 360, gestionamos diferentes proyectos para más 1500 empresas cliente gracias a un equipo de 9.000 profesionales que desarrollan la actividad en desde Madrid, Sevilla, Barcelona, Valencia y Bilbao.Actualmente precisamos incorporar Desarrollador Fullstack .Net con al menos 3 años de experiencia en análisis y desarrollo de aplicaciones web y software en entorno .Net.Funciones:* Desarrollo, análisis, diseño, implementación, pruebas y mantenimiento de software en entorno .net* Desarrollo en front-end de la aplicación web usando HTML5, CSS3, SignalR, Bootstrap3 / 2 y jQuery 5.0 / 4.1 y controles AJAX para actualizaciones de página parciales y para disminuir el tiempo de respuesta en las páginas.* Implementación de operaciones de consulta LINQ como operaciones de agrupación, ordenación y filtrado para acceder a la base de datos para la búsqueda de rutas, controladores y paquetes.Ofrecemos:* Contrato Indefinido. Proyecto estable con opción de desarrollo dentro de la empresa.* Buen ambiente laboral en una empresa en constante desarrollo que te permitirá mejorar tus capacidades y aptitudes* Jornada completa de lunes a viernes.* Modalidad de trabajo:TELETRABAJO* Salario según experiencia/conocimientos a aportar.* Convenio de Consultoría**Ningún sector de nuestra sociedad puede ser entendido sin la igualdad entre hombres y mujeres, así como la integración de las personas con discapacidad. Por eso, en Servinform enfocamos la igualdad y diversidad como un factor elemental para el progreso social, trabajando día a día para cumplir este objetivo.",Barcelona,Servicios y tecnología de la información, jornada completa,al menos 3 años,indefinido,25.000€ - 30.000€ Bruto/año,2024-01-26,infojobs
Experto/a en Automatización con Terraform,INETUM Centro," 
30 de nov","['aws', 'oracle', 'cloud', 'terraform']","Desde INETUM, buscamos incorporar un/a experto en automatización con Terraform para uno de nuestros proyectos en el sector telecomunicaciones. Se trata de una posición estable, ubicada en Madrid con un modelo de trabajo remoto.Requisitos:Al menos 2 años de experiencia, particularizado para AWS o para Oracle Cloud (cualquiera de las dos opciones es válida).Nivel de inglés medioHorario laboral de España con posibilidad de alguna intervención puntual fuera de horario y trabajo en remoto.¿ESTAMOS HABLANDO DE TI? ¡NO TE VAYAS TODAVÍA!¿QUÉ PODEMOS OFRECERTE?- Contratación indefinida.- Salario Competitivo.- Retribución flexible y club de beneficios de empresa.- 22 días de vacaciones + 2 de asuntos propios.- Flexibilidad horaria.- Sistema de teletrabajo flexible.- Formación por parte de la empresa para que puedas seguir desarrollándote y promocionar dentro del plan de carrera que existe para ti.- Acceso a ventajas del grupo de empresa.¿Eres la persona que buscamos? Inscríbete en nuestra oferta y haznos llegar tu perfil completo. ¡Estamos deseando contar contigo!Somos un grupo internacional de consultoría digital ágil. En la era de la post transformación digital, nos esforzamos por permitir que cada uno de nuestros 27 000 profesionales se renueve continuamente viviendo de manera positiva su propio flow digital.Cada uno de ellos puede moldear su trayectoria profesional de acuerdo con sus preferencias, emprender de forma práctica para construir junto a sus clientes un mundo más positivo, innovar localmente en 26 países y armonizar su carrera profesional con su bienestar personal.Únete a Inetum. Live your positive digital flow.",Madrid,LMP, jornada completa,al menos 3 años,indefinido,30.000€ - 36.000€ Bruto/año,2024-01-26,infojobs
DBA SQL SERVER,Sopra Steria,30 de nov,[],"En Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú. Nuestros empleados coinciden en el gran equipo y ambiente que formamos en Sopra Steria. Somos más de 46.000 personas trabajando en 25 países y nuestra misión es unir talento y tecnología, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial.¿Te atreves a crear el futuro?¿Qué ofrecemos?Porque sabemos lo que necesitas…• Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!• Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?• Crece con un programa de desarrollo continúo personalizado.• Disfruta de nuestros Beneficios y accede al Plan de retribución flexible.• Continúa formándote con nosotros: Tecnología, habilidades, metodologías e idiomas.",Getafe,"
Informática y telecomunicaciones -
													Sistemas
", jornada completa,más de 5 años,indefinido,o disponible,2024-01-26,infojobs
OpenIAM Consultor,Volenday," 
30 de nov",['OpenIAM'],"Responsibilities:    Perform configuration changes related to authentication providers, password policies, roles, UI Changes and OTP.    Analyse requests on the above topics and advise on the best implementation method.    Light maintenance of Groovy scripts associated with topics above.    Troubleshoot and assist resolving issues with user accounts, roles, status, resetting.    Monitor and diagnose performance/downtime issues reviewing OpenIAM operation logs    Review/restart IT Architecture components as required to manage availability.    Upgrade OpenIAM according to standard instructions or under guidance from OpenIAM.Skills:    Thorough understanding and working knowledge on Authentication and Authorisation IT protocols (SAML, OIDC, OAuth)    Previous experience working with OpenIAM with similar responsibilities for at least 2 years.    Good general knowledge about IT System components (Technology Stack) required to execute OpenIAM    Good development skills in Groovy or similar language.    Good knowledge on OpenIAM API endpoint catalogue usage.    Good skills testing API endpoints with PostManRequirements:    Must reside within the EU    Must be available during CET working hours, specially between 08:00 and 17:00    Must have a reliable and high capacity Internet connection at the preferred place of work (50Mbps minimum)    Must speak English fluently and have good communication skills both verbally and written.",Santa Cruz De Tenerife,Servicios y tecnología de la información, jornada completa,al menos 2 años,indefinido,o disponible,2024-01-26,infojobs
Técnica/o microinformática - Madrid,Sermicro," 
30 de nov","['Herramientas de ticketing', 'Hardware', 'Software', 'Informatica']","¡Te invitamos a formar parte de nuestro equipo!Actualmente estamos buscando un Técnica/o Microinformática para trabajar en un servicio para grandes empresas.Te invitamos a formar parte de Grupo Sermicro, una empresa de referencia de Soluciones y Servicios TIC, que ayuda a las empresas a desplegar su estrategia de negocio mediante un uso eficiente e innovador de la tecnologíaSe requiere:- FP Grado Medio en Informática- Disponibilidad de movilidad en las distintas sedes (Móstoles, Getafe,   3 Cantos...) Valorable Carnet de Conducir- Experiencia microinformática (software/hardware)Funciones:- Resolución de incidencias de Hardware y Software- Atención telefónica y presencial a los usuarios- Uso de herramientas de ticketingSe ofrece:- Oportunidad para trabajar en una importante empresa líder en su  sector y en continuo crecimiento- Formación, aprendizaje continuo y una carrera profesional orientada  a la especialización y promoción- Buen ambiente de trabajo- Estabilidad LaboralCentro de Trabajo: MadridHorario: Disponibilidad de L A V DE 07H A 21H (TURNOS INTENSIVOS DE 8H)",Madrid,LSV, jornada completa,al menos 1 año,fijo discontinuo,o disponible,2024-01-26,infojobs
Consultor/a GRC,Factum IT," 
30 de nov","['GRC', 'ENS', 'Normativa']","En Factum, empresa líder en soluciones de ciberseguridad, apostamos por el talento y por ello, nos gustaría incorporar para un proyecto con un importante cliente un perfil de Asistencia para la normativa y acreditaciones TIC.Se requiere:- Titulación de Licenciatura, Grado, Diplomatura, Ingeniería e Ingeniería Técnica o equivalente en ámbitos relacionados con Informática y Telecomunicaciones.-Formación AENOR de la ISO 27000-Experiencia en acreditaciones y preparación de sistemas informáticos a ENS-Experiencia en acreditaciones auditoria y preparación de sistemas informáticos a diferentes normativasEl modelo de trabajo es 100% presencial.Desde Factum, ¿Qué ofrecemos?- Contrato indefinido en un puesto estable y la posibilidad de trabajar en un gran proyecto- Equipo multidisciplinar con muchas ganas de compartir su ""Expertise""Si eres una persona a la que le gustan los retos y quieres formar parte de Factum, no dudes en inscribirte en esta oferta, ¡estamos deseando conocerte!",Madrid,Otras actividades, jornada completa,al menos 1 año,indefinido,o disponible,2024-01-26,infojobs
RF Communications Systems Engineer - Aeronautics,Quest Global," 
30 de nov","['Jira', 'Polarion', 'Confluence', 'Communication Protocols', 'Aeronáutica', 'Telecomunicaciones', 'Radiofrecuencia', 'Validación y verificación', 'Antenas', 'Comunicaciones por satélite']","Desde Quest Global queremos incorporar a un/a Comms engineer (communications) para uno de nuestros clientes del sector aeronáutico, ubicado en Madrid. Funciones:- Trabajar con el jefe de comunicaciones para diseñar la arquitectura de comunicaciones para un proyecto de cliente.- Dirigir la selección de equipos de subsistemas de RF para implementar la arquitectura seleccionada.- Realización de cálculos de presupuesto de enlace para enlaces de datos LOS y BLOS.- Trabajar con ingenieros de redes y software para integrar el equipo del subsistema de RF en el UAS.- Probar el subsistema RF en el laboratorio y sobre el terreno.- Guiar/supervisar la instalación de los equipos tanto en la aeronave como en la estación de control en tierra.- Gestión del ciclo de vida de los requisitos aplicables al subsistema de RF.- Supervisar los análisis de RF, incluidas las simulaciones electromagnéticas.- Gestión de los proveedores de equipos y subcontratistas.¿Qué ofrecemos?- Salario competitivo en función de experiencia y valía.- Integración en un equipo formado y de alto rendimiento.- Ambiente de trabajo dinámico y joven en un proyecto en expansión.- Opción a Plan de Retribución Flexible: Tickets Restaurant, SeguroMédico, Cheques Guardería...En Quest Global, creemos en la igualdad de oportunidades y nos comprometemos en preservar un entorno de trabajo inclusivo y seguro. Nuestros centros de trabajo son espacios donde valoramos y respetamos a todas las personas. Además, fomentamos la conciliación de la vida laboral y personal a través de jornadas flexibles.Si estás buscando unirte a una compañía multinacional, líder en servicios y soluciones de ingeniería y desarrollar tu carrera profesional en sectores como Oil&Gas, Aeronáutica, Defensa, Automoción, Industrial, Energía, Administración Pública o Naval...¡Ven a Quest Global y redescubre la ingeniería!",Madrid,55959, jornada completa,al menos 3 años,indefinido,o disponible,2024-01-26,infojobs
Full Stack Java,NTT DATA ofertas de empleo profesionales," 
30 de nov","['Java', 'Spring', 'jQuery', 'Hibernate']","En NTT Data, somos más que una empresa, somos una comunidad de mentes creativas y diversas, impulsadas por la innovación y el respecto. Nos dedicamos a ofrecer soluciones tecnológicas de vanguardia, estrategias de negocio visionarias y al desarrollo y mantenimiento de aplicaciones que definen el futuro. Somos un referente en consultoría y, si eres un apasionado de la tecnología, te invitamos a ser parte de nuestro equipo en Salamanca, Badajoz, Cáceres o León y a formar parte de nuestra comunidad innovadora.En esta ocasión buscamos a profesionales con experiencia de 1 año en adelante en tecnologías Java/J2ee tanto para desarrollo de Frontend como de Backend.  Solo necesitas:¡Ganas de conocimiento y una pasión inquebrantable por la tecnología!Y, conocimientos en: jQuery, HTML5, Angular JS, Angular, Spring, Hibernate, Struts.¿Qué te ofrece NTT Data?¡No es necesario que conozcas todas las tecnologías que usamos! ya que te formaremos para que desarrolles todo tu potencial. Queremos lanzar tu carrera profesional, dándote la oportunidad de trabajar en distintos proyectos con las últimas tecnologías.Además...- Dinamismo de los proyectos, en diferentes sectores, Banca, Telecomunicaciones, Seguros, Industria, Energía, etc.- Un plan de carrera individualizado, donde tú eliges la rama en la que quieres crecer.- Una formación ajustada tanto a tus necesidades como a las del mercado actual. Desde nuestra Universidad Corporativa podrás realizar Certificaciones, cursos de idiomas y mucho más. - Integración en un equipo de profesionales motivados, con un ambiente de trabajo abierto y dinámico.- Evaluaciones anuales donde se reconozca todo tu esfuerzo y trabajo ¡Porque valoramos tus logros!- Beneficios sociales (Ayuda comedor, seguro médico y seguro de vida). - Modalidad de teletrabajo, porque queremos que trabajes desde donde te inspire la creatividad.- Flexibilidad horaria para favorecer la conciliación familiar y personal.",Salamanca,Servicios y tecnología de la información, jornada completa,al menos 1 año,indefinido,o disponible,2024-01-26,infojobs
Desarrolladores Móviles,Seltime," 
29 de nov","['Git', 'Android', 'Scrum', 'iOS', 'Patrones de diseño']","SELTIME compañía española en proceso de expansión, líder en dar soluciones tecnológicas específicas a cada cliente y un trato personalizado a nuestros profesionales.Selecciona Desarrolladores móviles con experiencia en desarrollo de aplicaciones Android e iOS de al menos 4-5 años, para incorporación en Enero de 2024 a proyecto de carácter estable dentro de nuestra organizaciónSe requiere:Para ANDROID:- Experiencia de al menos 4-5 años en desarrollo Android- Kotlin- GIT- Android Architecture Components- Herramientas: Retrofit, Dagger, Coroutines, etc- Tests unitarios- Patrones de diseño MVVM- Clean Architecture, Principios SOLID- Metodología Agile (SCRUM, JIRA)PARA iOS:- Experiencia de al menos 4-5 años en desarrollo iOS- Swift Package Manager- GIT- Patrones de diseño MVP, MVC, MVVM- Swift (5)- SwiftUI- VIPER, Clean Architecture, Principios SOLID- Metodología Agile (SCRUM, JIRA)SE OFRECE:- Incorporación en proyecto estable- Teletrabajo 50%- Últimas tecnologías- Posibilidad de desarrollo profesional- Formación personalizada- Retribución flexible- Ambiente dinámico de trabajo",Madrid,Servicios y tecnología de la información, jornada completa,más de 5 años,indefinido,33.000€ - 54.000€ Bruto/año,2024-01-26,infojobs
