titulo,empresa,fecha,herramientas,descripcion,presencialidad,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,portal
IT SAP specialist,Michael Page,02/11/2023,SAP,"Perfil buscado (Hombre/Mujer)Reportando al CIO entre sus funciones estarán las de:• Colaborar con el desarrollo e implementación de las soluciones SAP.• Elaborar y validar junto con el usuario de Negocio los análisis funcionales de nuevas aplicaciones/procesos.• Elaborar y validar junto con los equipos técnicos las implementaciones de los análisis funcionales previamente trabajados.• Actualizar y mejorar los procesos/aplicaciones ya existentes.• Implicarse en las fases de formación a usuarios del Negocio.• Apoyar al equipo de soporte en el traspaso de conocimientos.• Multinacional especializa en soluciones técnicas de sector automoción. |Trabajaras en un equipo dinámico y ambiente de trabajo colaborativo.• Necesitamos que tengas experiencia como consultor SAP. • Formación en Ingeniería informática, telecomunicaciones, industrial, matemáticas o similar.• Es deseable: Haber trabajado con el módulo SD or MM or PP...• Buen nivel de inglés.Empresa multinacional de clase mundial que ofrece soluciones técnicas avanzadas.Oportunidades de carrera y desarrollo profesional.#LI-DNP",Barcelona - España,Consultor,Jornada completa,3 años,Indefinido,,2024-01-26,tecnoempleo
Cloud Engineer (AWS) - SaaS,Page Personnel,31/10/2023,"AWS, CGP, Azure","Perfil buscado (Hombre/Mujer)Automate processes for the generation of builds and releases as well as for the execution of interface tests, regression tests and software delivery (continuous delivery, continuous integration, build pipeline, code management, etc.). Be part of the decision-making process of the new platform architecture (IaC), which will support the scalability of all users (+20 million in total).  Development, implementation and maintenance of the SaaS Platform throughout the scaling process.  Coordinate all activities that serve to monitor the availability, recoverability (continuity), performance and resource consumption of applications. Interacting with teams, providing cloud support, and making recommendations based on their needs Identifying, analysing, and resolving infrastructure vulnerabilities • Senior/Mid Cloud Engineer (AWS) - SaaS - Streaming media services|International Streaming SaaS Company - IT Hub BCN+4 years of experience working on the same position. Experience or interest on building cloud platforms from scratch.  Strong experience working with Cloud technologies like AWS (EC2, S3, DynamoDB, Lambda). Experience with other cloud providers (CGP, Azure) will also be well valued but not mandatory. Strong experience building pipelines of CI/CD using Github Actions or Jenkins. Background in software engineering with special knowledge of one of these languages: Python, Java, Groovy, Golang.  One of the leading companies in Streaming services media.3 days/week of remote work. Ticket restaurant. Health insurance.+30 days of paid holidays.Gym-pass. Career path.",Barcelona (Híbrido),Técnico de Sistemas,Jornada completa,3-5 años,Indefinido,45.000 €-60.000 € Bruto/año,2024-01-26,tecnoempleo
Programador/a PHP (Laravel / Symfony),The Adecco Group,30/10/2023,"PHP, Laravel, Symfony, JavaScript","¿Tienes experiencia como programador/a PHP? ¿Te gustaría poder incorporarte a una empresa estable con un potente equipo de desarrolladores/as? ¿Buscas el 100% remoto?¡Esto te interesa!Ofrecemos:- Contrato indefinido- Jornada completa- Horario flexible- Modalidad 100% remoto desde cualquier punto de España- Seguro de salud privado- Desarrollo profesional / Plan de carrera- Uso metodología AgileRequisitos:- Buenas prácticas de programación.- Al menos 2 años de experiencia con PHP: Laravel o Symfony.- Conocimientos en JavaScript, HTML, CSS y jQuery.- Control de versiones Git.- Trabajo en equipo.- Conocimientos en metodologías ágiles.*Valorable conocimientos en Angular.",100% En remoto,Desarrollador Web,Jornada completa,2 años,Indefinido,21.000 €-33.000 € Bruto/año,2024-01-26,tecnoempleo
Firmware engineer,Page Personnel,27/10/2023,"Firmware, C, ensamblador","Perfil buscado (Hombre/Mujer)  • Diseñar e implementar el software de los sistemas acuerdo a los requisitos del resto de departamentos de Ingeniería y de los clientes. • Asegurar la calidad del SW desarrollado mediante tests unitarios y de integración. • Calibrar las soluciones SW en campo y ejecución de tests funcionales para validar que el funcionamiento es el esperado. • Elaboración de documentación técnica (Gestión de requisitos SW, Documentos de diseño de módulos de SW, Compliance Matrix, Product Spec, DFMEA, Risk Assessment, definición EoL/ICT/FCT) así como mantener debidamente actualizado el sistema de control de versiones. • Resolver las anomalías de calidad detectadas durante la fabricación de los prototipos, pre-series y series, cuya causa raíz esté vinculada con el software.  • Oportunidad de formar parte del departamento I+D altamente cualificado|Empresa internacional altamente reconocida en plena diversificación • Formación en Ingeniería informática, Electrónica o similar • Nivel de Inglés Avanzado • Experiencia y/o conocimientos en: • Control de motores: preferiblemente DC brushed. • Comunicaciones: CAN J1939, CANOpen y LIN. • Test de software: unitary testing y static analysis (MISRA-C rules). • Programación C y ensamblador. • Herramientas de desarrollo: SVN, CCS, S32DS, CANoe, JIRA y Parasoft. • Buscamos una persona proactiva, creativa y resolutiva, capaz de aportar soluciones frente los retos técnicos.   Nuestro cliente es una empresa con más de 60 años en el sector y presencia en numerosos países del mundo donde podrás disfrutar de una carrera profesional estable y crecer profesionalmente.  • Horario de trabajo flexible. • Estabilidad laboral. • Posibilidad de crecimiento profesional. • Descuentos en diferentes servicios.  #LI-DNP",Barcelona - España,Electrónica,Jornada completa,3 años,Indefinido,48.000 €-54.000 € Bruto/año,2024-01-26,tecnoempleo
Desarrollador Back End - Java/Springboot,PANEL Sistemas Informáticos,26/10/2023,"java, springboot, microservicios, azure","¿Quieres formar parte del #TeamPanel? Ampliamos nuestro equipo y nos gustaría contar contigo para formar parte de un proyecto en el que trabajamos en uno de nuestros grandes clientes.Requisitos de la oferta... Experiencia de al menos 2 años en Java, springboot, microservicios, Azure, y BBDD Mongo DB¿De qué estarás a cargo?Formarás parte de un equipo de desarrollo agile donde estamos construyendo una nueva plataforma para una nueva Startup del mundo de las inversiones.Lugar de trabajo:Teletrabajo ¿Qué ofrecemos?• Podrás acceder a un Plan de Carrera adaptado a tus inquietudes profesionales y a planes de formación orientados a mejorar tus competencias y conocimientos. • Formarás parte de un equipo excepcional, dinámico, con espíritu emprendedor y creativo.• Salario a convenir según experiencia.¡Si te apetece formar parte de nuestro equipo aplica tu perfil para poder hablar y tratar de poner puntos en común!.",100% En remoto,Analista Programador,Jornada completa,3 años,Indefinido,,2024-01-26,tecnoempleo
Administrador Active Directory/Azure AD,Capgemini,23/10/2023,"active directory, azure","¡Hola! Somos CAPGEMINI!;Tenemos la gran suerte de trabajar en un sector que lidera la evolución hacia un futuro sostenible e inclusivo. La TECNOLOGÍA. El catalizador de tantas soluciones que necesitamos ahora más que nunca.Somos 300.000 PERSONAS en todo el mundo unidas por una misma pasión.¿Te apetece sumarte a CAPGEMINI y participar en un proyecto del sector?Buscamos una persona con amplia experiencia como Administrador senior Azure AD / Active Directory para proyecto de migración a cloudWe are looking a Admin to lead teams operating and managing Active Directory platforms managing end to end relationship with major suppliers.Along the whole server lifecycle according to client standards and policies and by tracking all modifications in ServiceNowSe requiere un nivel de inglés minímo B1+ que pueda entender conversacionesSe trabajará en un entorno Agile y se busca un perfil proactivo y con ganas de asumir retos.Ubicación: Hibrido en Madrid ( GETAFE ) de lunes a jueves pesencialValoraremos todas las candidaturas. En Capgemini contamos con una amplísima oferta formativa, presencial, online de Certificaciones, etc. Aunque no tengas el 100% de los conocimientos valorados ¡nos encantará conocerte!Salario negociable en función de la experiencia + Beneficios sociales ( tikets restaurant, seguro medico, seguro de vida, cursos de formación)",Getafe -  Madrid - España,Administrador,Jornada completa,Sin Experiencia,Indefinido,36.000 €-48.000 € Bruto/año,2024-01-26,tecnoempleo
Software engineer (Scala) - Internation,Michael Page,23/10/2023,"Scala, Angular","Perfil buscado (Hombre/Mujer)• Design and implement new functionalities and architectures using Scala and Angular.• Translate business requirements into technical deliverables.• Develop additional features on existing applications.• Help define non-functional requirements and build systems capable of meeting them.• Deliver API enabled components and microservices.• Be part of a distributed Agile team and contribute to its success and improvement.• Software engineer (Scala + Angular) - International SaaS - 100% Remote|International SaaS company specialized in Bio-tech/Med-tech solutions.• At least 5 years of experience as software engineer.• At least 2 years of experience with Scala.• At least 2 years of experience with Angular.• Java knowledge is not mandatory but will be also well valuated.• Experience working with Microservices.• Experience doing at least Unit testing.• Experience working in agile environments with DevOps culture.• Good English. Our client is an international company focused on the development of Med-tech and Bio-tech brand new products. They have launched a huge variety of new products which have successfully increased the positive results of different Medical Treatments. They are currently increasing their team, mostly on the IT field, to continue improving human lives through technology.• 100% remote.• Full time contract with a salary range between 50K and 60K (depending always on the experience).• +30 days of holidays.• Annual Bonus.• Health insurance.• Annual salary reviews.",100% En remoto,Programador,Jornada completa,Más de 5 años,Indefinido,48.000 €-60.000 € Bruto/año,2024-01-26,tecnoempleo
Fullstack developer (Java & React),Page Personnel,20/10/2023,"Java, React","Perfil buscado (Hombre/Mujer)• Participate in the designing and implementation of the new architecture of the product. • Ensure the efficiency and scalability of the product, applying the software best practices. • Develop new functionalities with Java and Spring Boot, making the corresponding testing with Junit.• Analyse, design and implement new functionalities for the application with React.js. • International company |Opportunity to keep growing professionally• +2 years of experience in software development• +2 years of experience with Spring framework.• Strong knowledge in JavaScript Frameworks such as React or Angular.• Experience with cloud providers (AWS, GCP o AZURE) will be well valued.• Experience doing unit testing with Junit. • Experience with SQL DB. • Fluent English Level needed.International Industrial and logistics company that in investing in R&D, specially in the automotive industry. They are expanding their IT team in its hub in Barcelona since they are migrating to a micro services architecture.• Salary Range: 35K-50K.• Medical insurance.• Restaurant tickets.• Career path.• Flexibility in terms of remote: (At least 1 day to the office) • Remote: 100% Remote",100% En remoto,Programador,Jornada completa,2 años,Indefinido,36.000 €-48.000 € Bruto/año,2024-01-26,tecnoempleo
Consultor/a GRC,Grupo SIA,20/10/2023,"ISO 27001, ISO 22301, control de riesgos, Pilar","Somos la compañía de Indra especializada en ciberseguridad líder en España y Portugal. Contamos con el talento de más de 1.500 profesionales que trabajan cada día con pasión para hacer crecer de manera segura el negocio de nuestros clientes.En SIA, creemos que las personas son nuestro principal valor. Son las que garantizan la excelencia en los servicios que prestamos.Estamos orgullosos de nuestro equipo de especialistas. Nuestra diversidad y cultura de trabajo colaborativo nos ayuda a lograr lo excepcional en el mundo de la ciberseguridad. Para dar respuesta a los desafíos de ciberseguridad de nuestros clientes y a nuestros objetivos de crecimiento en los mercados actuales y de expansión e internacionalización, queremos incorporar a un/a Consultor/a de GRC.¿Qué vas a hacer como Consultor/a GRC?Como Consultor/a de GRC, dentro del área de Cyber Risk and Compliance, tus principales responsabilidades serán :• Adecuación Regulatoria (EBA ICT Risk, DORA, LPIC, PCI-DSS, SWIFT, etc.)•Assesment de seguridad y Alineamiento a las mejores prácticas (NIST CSF, ISO27, EBA, EIOPA, etc.).•Análisis de Riesgos y Planes de Acción.•Elaboración de Marcos de Control.•Desarrollo de Politicas, Normas y Procedimientos de seguridad.•Auditorías de cumplimiento.•Soporte a auditorias.•Certificación de controles.•Seguimiento de Findings y Planes de Acción.•Cuadros de mando (KPI/KRI)¿Qué valoramos en ti para unirte a nuestro proyecto?•Experiencia y competencias requeridas- Valoramos perfiles desde escasa experiencia a perfiles con amplia experiencia.•Certificaciones y formación- Formación en Derecho, Telecomunicaciones, Informática o similar.- Muy valorable : Certificación CISA o Lead Auditor 27001, otras certificaciones de Seguridad: CISM, CISSP, CGEIT, CRISC, C´CISO, PCI-DSS-Inglés nivel alto.Lugar de trabajo: Posibilidad de teletrabajo 100%.¿Qué tenemos en SIA para ti?Te unirás a una empresa especializada de primer nivel en un equipo multicultural y dinámico. Una posición estable y con desarrollo profesional dentro de un grupo internacional, donde vas a poder formar parte de proyectos transformadores de diferente índole.Además, como profesional de SIA contarás con:•Formación:En SIA aprenderás cada día de tu equipo, de tu cliente...Pero, además, contarás con un plan anual que te permitirá realizar certificaciones y formación acorde a tu perfil; tendrás a tu disposición nuestra universidad corporativa (Open University) donde podrás elegir tu formación según tus intereses de desarrollo, y acceso abierto a la plataforma Udemy for Business, con más de 6.000 cursos especializados.•Plan Reflex:Escoge entre un amplio abanico de beneficios...que más se ajusten a tus necesidades: tarjeta Restaurant, tarjeta transporte, seguro de salud, cheques guardería, plan de previsión social empresarial y Reflex formación.•Descuentos:Condiciones especiales para empleados. Privilege Store: el club del ahorro de Indra con más de 450 descuentos.•Conciliación y flexibilidad horaria:Compagina tu vida profesional y personal. Impulsamos medidas que dan respuesta tanto a tus necesidades personales y familiares como a las de tu proyectoTienes una magnífica oportunidad de continuar desarrollando tu carrera profesional y superar retos cada vez más ambiciosos y apasionantes en el mundo de la ciberseguridad.¡Te esperamos en SIA!",Madrid - España,Consultor,Jornada completa,2 años,Indefinido,,2024-01-26,tecnoempleo
Técnico Senior de Sistemas Microsoft,The Whiteam,19/10/2023,"Azure, Active Directory, GPO, DHCP","Técnico Senior de Sistemas Microsoft (puede ser de cualquier localización en España)Requisitos principales:Experiencia demostrable en:- Diseño y migración de entornos de diferentes versiones de Directorio Activo o integración con Azure.Valorable:- Valorable experiencia en migración de entornos colaborativos de correo electrónico a Exchange Online.- Valorable conocimientos en entornos MDM.• Actividades que vas a realizar:Tareas principales:- Participación en proyectos de Microsoft ""in situ"", Azure y Office 365.- Participación en el mantenimiento de infraestructuras de clientes.- Apoyo en instalaciones de Servidores, SSOO, Almacenamiento y Networking.• Si tú eres una persona:- Con ganas de aprender y desarrollarse profesionalmente.- Que le motiva realizar proyectos en grupo en un buen ambiente de trabajo.- Que mantiene una cordial y profesional relación con los clientes- Con un alto grado de responsabilidad e involucración en los proyectos.The Whiteam TS es tu sitio.• Qué te ofrecemos:- Oportunidad real en una compañía donde los límites de aprendizaje y desarrollo profesional no te los impone la empresa, sino que los pones tú.- Importante y excelente ambiente de trabajo colaborativo.- Participación en diferentes proyectos con tecnologías variadas, de forma continuada.- Contacto con las tecnologías de los principales fabricantes del sector (HPE/Microsoft/Cisco/SonicWall/NetApp/Fortinet/Veeam/Microfocus...).- Incorporarte a un equipo dinámico y en plena expansión, y desarrollar tus habilidades en una empresa con continuo contacto con la tecnología.En The Whiteam TS creemos que el principal activo son las personas.  Por eso realizamos nuestro trabajo en equipo y lo mantenemos en constate aprendizaje y evolución. Ponemos verdadera pasión en lo que hacemos, poniéndonos siempre en el lugar del cliente. The Whiteam TS es una compañía especializada en consultoría, soluciones y servicios en las principales tecnologías TIC, con profesionales de más de 15 años de experiencia y con un alto grado de especialización. The Whiteam TS es Partner certificado en soluciones de los principales fabricantes de sistemas, almacenamiento, comunicaciones, software y seguridad, como pueden ser Hewlett Packard Enterprise, Microsoft, VMware, NetApp, Aruba Networks, Cisco, Fortinet, Sonicwall, Microfocus, Veeam...Realizamos servicios de consultoría, soluciones y servicios en diversas tecnologías: transformación digital, gobierno de la información, seguridad y Compliance, gestión y mantenimiento TIC, virtualización, hyperconvergencia, almacenamiento... Nos posicionamos en los entornos en los que somos expertos, en los que podemos aportar ideas y soluciones innovadoras y donde nuestros profesionales pueden ofrecer un alto nivel de calidad, involucrándose y colaborando de forma directa y estrecha con el cliente, operando siempre desde la óptica de su negocio.Todo esto nos ha permitido mantener un alto grado de satisfacción y fidelidad en nuestros clientes.",Cualquier Provincia -  MadridEspaña,Administrador,Jornada completa,1 año,Indefinido,,2024-01-26,tecnoempleo
Técnico/a de soporte intervenciones,ACRELEC,17/10/2023,microinformatica,"Acrelec es una empresa tecnológica ubicada en San Sebastián de los Reyes. Ofrecemos soluciones tecnológicas a nuestros clientes del sector servicios. Actualmente requerimos un técnico/ técnica de campo para el Dpto. de Field service.Sus funciones serán:Resolución de incidencias.Realización de intervenciones técnicas provocadas por incidencias del equipamiento, a nivel hardware como software en las instalaciones del cliente. Desplazándose por la comunidad de Madrid y alrededores. Cambio y reparación de componentes hardware o ampliación de componentes en servidores y equipos instalados.Soporte y resolución de incidencias relacionadas con el software instalado.Despliegue de nuevos equipos y resolución de incidencias a los usuarios.Requisitos para optar al puesto:Grado Medio o Superior en Informática o experiencia similar.Mínimo 2 años de experiencia en puesto similar como técnico/a de campo en las instalaciones del cliente para la resolución de incidencias.Resolución de incidencias tanto a nivel Hardware cómo Software.Imprescindible buen nivel de interlocución, orientación al cliente, capacidad de organización y de resolución de incidencias.Disponer de carnet de conducir imprescindible.Disponibilidad para realizar desplazamientos por la comunidad de Madrid y alrededores.Disponibilidad para trabajar de lunes a viernes y realizar guardias  si fuera necesarias.Valorable:Experiencia como técnico de campo de forma presencial en las instalaciones del cliente.Manejo de herramienta de ticketing.Experiencia con en montaje y mantenimiento de servidores RackOfrecemos:Proyecto estable, tras un periodo pasará a indefinido.Salario  fijo de 18.500€ más  bonus anuales  por objetivos.  Abono de horas extras, dietas y guardias, interesantes condiciones.Formación especializada y posibilidad de desarrollo.Horario de 9:00-18:00 con una hora para comer pero se necesitará flexibilidad debido a las incidencias",San Sebastian De Los Reyes -  MadridEspaña,Soporte Técnico,Jornada completa,2 años,Indefinido,,2024-01-26,tecnoempleo
Lead/Sr QA Engineer,Michael Page,13/10/2023,"QA, CI/CD","Perfil buscado (Hombre/Mujer)• Be part of the QA department and be responsible of QA needs (of course with the help of other teammates).• Design and build Test Cases, User stories and Test matrix.• Design and create new QA structures/Architectures.• Be part of all technical decisions related to QA department.• Bring new ideas and solutions to existing problems related to testing.• Coordinate your work with the other members of the entire IT department (They currently work with Multidisciplinary squads.• Increase the testing coverage of the existing products/projects.• Lead/Sr QA Engineer - International Data Driven SaaS|International SaaS company specialized in Medtech and Digital Healthcare sector.• At least 4-5 years of experience as QA engineer.• Experience working in CI/CD environments.• Experience with Postman and Appium will be well valuated.• Experience with Playwright, Xray or Testrail will also be well valuated.• Experience working with Software development languages like JavaScript, Java, Python or C# will be a bonus point.• Experience doing QA with Mobile Apps and Data driven Apps. Not mandatory but really appreciated.Our client is an international company specialised on the development of high quality code Data Driven apps. They mostly work for Digital healthcare and Medtech sector, adding value through the development of high quality code solutions and SaaS products. They have more than 10 years of experience and they are more than 150 people. They work on a hybrid modality (2 days at the office and 3 form home) with a flexible Schedule. The team is composed mostly by Data engineers and Data Scientists, and now they are currently building from scratch SW engineering and QA team, so they are looking for great professionals who wants to join them.Tech Stack: React.js, React Native, Typescript, NetCore, C#, Python, AWS, PostgreSQL, GraphQL, Appium and Selenium.• Salary budget: 40K-75K• Hybrid modality.• Flexible schedule.• Career Path.",Barcelona (Híbrido),Sistemas de Calidad,Jornada completa,3-5 años,Indefinido,39.000 €-74.000 € Bruto/año,2024-01-26,tecnoempleo
Cloud Engineer (AWS) - SaaS,Michael Page,13/10/2023,"AWS, CGP, Azure","Perfil buscado (Hombre/Mujer)Automate processes for the generation of builds and releases as well as for the execution of interface tests, regression tests and software delivery (continuous delivery, continuous integration, build pipeline, code management, etc.). Be part of the decision-making process of the new platform architecture (IaC), which will support the scalability of all users (+20 million in total).  Development, implementation and maintenance of the SaaS Platform throughout the scaling process.  Coordinate all activities that serve to monitor the availability, recoverability (continuity), performance and resource consumption of applications. Interacting with teams, providing cloud support, and making recommendations based on their needs Identifying, analysing, and resolving infrastructure vulnerabilities • Senior/Mid Cloud Engineer (AWS) - SaaS - Streaming media services|International Streaming SaaS Company - IT Hub BCN+4 years of experience working on the same position. Experience or interest on building cloud platforms from scratch.  Strong experience working with Cloud technologies like AWS (EC2, S3, DynamoDB, Lambda). Experience with other cloud providers (CGP, Azure) will also be well valued but not mandatory. Strong experience building pipelines of CI/CD using Github Actions or Jenkins. Background in software engineering with special knowledge of one of these languages: Python, Java, Groovy, Golang.  One of the leading companies in Streaming services media.3 days/week of remote work. Ticket restaurant. Health insurance.+30 days of paid holidays.Gym-pass. Career path.",Barcelona (Híbrido),Técnico de Sistemas,Jornada completa,3-5 años,Indefinido,45.000 €-60.000 € Bruto/año,2024-01-26,tecnoempleo
Técnico/a de Cyberseguridad N1 (Remoto),Alcorce Telecomunicaciones,12/10/2023,"Palo Alto, Checkpoint, Fortinet, routing","Debido a la expansión de Alcorce Telecomunicaciones, SL precisamos cubrir una posición de Técnico/a de Cyberseguridad N1 para trabajar en modalidad Remota en los servicios que prestamos a un importante integrador del sector TIC.Funciones:- Soporte técnico y configuración de servicios asociados a soluciones y tecnologías de seguridad perimetral y balanceo de carga.Requisitos:- Experiencia en la administración de firewalls: Palo Alto, Checkpoint, Fortinet, etc.- Experiencia en la administración de servicios navegación web segura. Proxy.- Conocimientos de TCPIP, routing , switching, wifi y balanceo de carga.- Conocimientos de VPN: IPSEC y acceso remoto.- Experiencia en la administración de IPS y WAF.- Conocimientos generales en sistemas operativos (Windows, UNIX), virtualización y bases de datos.- Se valorará, formación complementaria y certificaciones en ciberseguridad de red (CCNA, CCSA, PNSA).- Disponibilidad para viajar a Almería una semana al mes.Se ofrece:- Proyecto: Estable.- Zona de trabajo: Remoto.",100% En remoto,Ciberseguridad,Jornada completa,2 años,Indefinido,,2024-01-26,tecnoempleo
Frontend Developer React.js,Michael Page,12/10/2023,"Rect, Angular, Vue","Perfil buscado (Hombre/Mujer)• Participa en el diseño e implementación de las nuevas arquitecturas (Microforntend) del producto SaaS.• Participa en Brain-Stormings y tareas de I+D con el objetivo mejorar todavía más el producto existente.• Asegura la eficiencia y escalabilidad de los productos, aplicando las mejores prácticas en el desarrollo de software.• Desarrolla nuevas features, realiza el correspondiente testing, y mejora el legacy.• Interactúa con los demás departamentos de la empresa y consigue así un producto único.• Frontend Developer (React.js) - 100% Remoto - Empresa SaaS|Empresa pionera en Reconocimiento Facial y Seguridad Documental• Al menos 2-3 años de experiencia en programación Frontend.• Fuerte experiencia en React.js.• Experiencia con Angular o Vue.js no será requerida pero si bien valorada (sobre todo en aquellos casos en los que la experiencia en React.js sea inferior a la requerida).• Experiencia o conocimiento en testing unitario con Jest.• Inglés: Intermedio.Empresa pionera en Reconocimiento Facial y Seguridad Documental. Actualmente cuentan con más de 15 años de experiencia en el sector y trabajan bajo una modalidad de confianza y flexibilidad completa.Su misión és maximizar la seguridad digital relativa a la documentación y acuerdos tanto B2B como B2C.• 100% Remoto.• Horario flexible.• Seguro médico subvencionado.• Budget para formaciones.• Revisiones salariales de forma anual.",100% En remoto,Programador,Jornada completa,2 años,Indefinido,33.000 €-39.000 € Bruto/año,2024-01-26,tecnoempleo
Software engineer Java,Michael Page,12/10/2023,"java, Microservicios","Perfil buscado (Hombre/Mujer)• Design and implement new functionalities and architectures using Java.• Design and implement solution architecture to meet functional and non-functional requirements.• Translate business requirements into technical deliverables.• Develop additional features on existing applications.• Help define non-functional requirements and build systems capable of meeting them.• Deliver API enabled components and microservices.• Software engineer (Java / Microservices) - 100% Remote  |International SaaS company specialized Hospitality and Leisure• Highly proficient with Java and modern enterprise frameworks e.g. Spring / SpringBoot. • Experience with Microservices architectures.• Experience doing great testing, at least unit testing (Junit) and integration testing.• Experience in integrations with different connectors like AWS, Google Cloud, Azure, Hadoop, Kafka, Spark, Hive, MongoDB, SQL, Oracle, Salesforce... will be well valuated.• Experience working in agile environment and Devops philosophy.• Fluent English.International SaaS company specialised Hospitality and Leisure.They are currently working 100% remote with great flexibility and work-life balance. They have more than 20 years of experience in teh market and 30 nationalities on their teams. Actually they are more than 500 engineers.• 100% Remote Work.• Free insurance.• Transport and Restaurant tickets.• Discounts in different services like internet.• Great budget for training.",100% En remoto,Programador,Jornada completa,3-5 años,Indefinido,48.000 €-72.000 € Bruto/año,2024-01-26,tecnoempleo
Oracle y SQL Server DBA,Apolo IT Group,10/10/2023,"oracle, sql server","Empresa dedicada a la prestación de servicios de tecnologías de la información en todas las áreas de IT, y en actual expansión a otros campos de la Ingeniería.Se precisa incorporar perfiles con experiencia como Oracle y SQL Server DBA para una multinacional del sector IT.Conocimientos Requeridos:· Resolución de incidencias.· Explotación de los sistemas.· Administración del Software de la instalación.· Colaboración en el análisis y ejecución de proyectos.· Documentación de procesos y procedimientos.· 3 años como Oracle Database Administration/ soporte en las últimasversiones en un entorno de producción 24x7.· Conocimientos de herramientas de backup RMAN y backups lógicos.· Oracle RAC, clustering Sql Server.· Conocimiento de diferentes herramientas de base de datos.· Experiencia y habilidades de resolución de problemas en entornos de misión crítica.Funciones del Puesto:· Administración general, administración de usuarios, actualización de la base de datos, creación y desmantelamiento de la base de datos,mantenimiento del espacio, programación de trabajos en la base de datos,gestión de políticas de backups, planes de mantenimiento y backup de entornos.· Gestión del rendimiento de la base de datos.· Recopilación de estadísticas, ejecución de scripts de supervisión delrendimiento, análisis del sistema operativo· Asegurar una alta disponibilidad de la base de datos.· Soporte, mantenimiento y copia de seguridad del entorno.· Establecer y mantener políticas y procedimientos de respaldo yrecuperación de datos.· Gestión de la seguridad y el cumplimiento, administración de parches y control de versiones.· Crear y mantener documentación técnica y de procesos.· Realizar la migración de la base de datos, la actualización e instalación de parches.Horario: L-V de 8:30 a 17:30Ubicación Oficina: Madrid Capital",Madrid - España,Base de Datos/DBA,Jornada completa,3 años,Indefinido,,2024-01-26,tecnoempleo
IT Presales (Networking),Michael Page,09/10/2023,"Cisco, Meraki, Aruba, Juniper","Perfil buscado (Hombre/Mujer)Las principales funciones serán:• Toma de requisitos de cliente y análisis de los mismos para la cualificación de las propuestas.• Planificación del proceso de oferta para garantizar que la oferta se ejecuta en tiempo y en forma.• Diseño de la solución técnica que mejor se adapta a los requisitos del cliente. • Análisis económico y de riesgos de las propuestas.• Defensa y presentación de propuestas técnicas.• Integrador Tecnológico|Networking Solution Specialist - Presales - ITEl perfil seleccionado deberá aportar:• Titulación superior en Ingenierías, Matemáticas, Física o ramas afines.• Al menos 5 años de experiencia en procesos de preventa.• Enterprise Networking y SDN: Cisco, Meraki, Aruba, Juniper, Huawei, etc.• Wi-fi: Cisco, Meraki, Aruba, Juniper, Huawei, etc.• Catalán hablado y escrito.Deseable:• Experiencia en arquitecturas de conectividad para entornos de cloud híbrida (on-premises, Azure, AWS, OCI, etc).• Experiencia en herramientas de monitorización y de visibilidad de red.• Experiencia en modelos operativos y ejecución de proyectos de despliegue.• Experiencia en servicios gestionados y de soporte.• Experiencia en redes programables, APIs y automatización.• Experiencia en la generación de documentos ejecutivos, hojas de cálculo y reporting (Paquete Office).• Experiencia en DNS y network load balancing.• Soluciones de seguridad perimetral (Fortinet, Cisco, valorable Palo Alto), IDS, vpn, navegación, etc• Se valorarán certificaciones de fabricantes: Cisco, Juniper, Fortinet, etc.• Se valorará certificación ITIL v4.• Se valorará certificación PMP.• Nivel de inglés alto. Integrador tecnológico multinacional.• Incorporación inmediata.• Paquete salarial: 40.000€ - 45.000€ + Variable.• Política de trabajo: Híbrido (2 días oficina - 3 días home office).",Barcelona (Híbrido),Consultor,Jornada completa,Más de 5 años,Indefinido,39.000 €-45.000 € Bruto/año,2024-01-26,tecnoempleo
