titulo,empresa,fecha,herramientas,descripcion,ubicacion,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Arquitecto .NetEl cargo es «Arquitecto .Net»,Serem,2024-01-31,"['Arquitecto Software', '.NET']","Desde Serem nos encontramos en la búsqueda de un ARQUITECTO .NET con al menos 3 años de experiencia para importante proyecto.TareasArquitecto de desarrollo de software de Microsoft cuyo principal objetivo es evaluar si la pila tecnológica propuesta es viable para el caso de negocio, hacer recomendaciones sobre las soluciones más adecuadas para utilizar en el panorama existentes, prever la industrialización de la aplicación y planificar la integración con fuentes externas de datos o, en el caso de la segunda aplicación, la migración a Azure.Habilidades# Conocimientos avanzados de Azure (Data Factory, SQL Managed Services, Resource Manager, App Service, VNet, Subnet, Private Endpoint)# Experiencia en desarrollo Microsoft (C# vue.js REST APIs)# Integración (integración Snowflake, integración SQL DB)# Experiencia en gestión técnica de equipos y desarrollo ágil# Migración de VM Linux a Azure (lift-and-shift)# Servicios Azure Kubernetes# Inglés fluido (C1)DURACIÓN DEL PROYECTO: 2 MESES (Posible extensión)Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector.",España,> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/arquitecto-netel-cargo-arquitecto-net/62579,ticjob
Desarrollador Java,Serem,2024-01-31,"['Backend', 'Programador', 'Java', 'Spring']","En Serem estamos buscando un perfil de DESARROLLADOR JAVA para importante proyecto.Funciones:Estamos buscando Desarrolladores que tengan experiencia de al menos 4 años desarrollando con Java con microservicios para importante cliente del sector IT.Requisitos:Experiencia demostrable de al menos 4 años desarrollando con Java.Experiencia en microservicios SpringBootFomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.",España,Experiencia de 2 a 5 años,Indefinido,36.000 - 42.000,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/desarrollador-java/62195,ticjob
Desarrollador Angular,Serem,2024-01-31,"['Frontend', 'Programador', 'JavaScript', 'Angular', 'React', 'HTML', 'TypeScript', 'CSS / CSS3']","En serem estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector. Actualmente, nos encontramos en la búsqueda de un Programador Angular con al menos 3 años de experiencia para importante proyecto del sector bancario en Madrid.Requisitos:AngularJavaScript, TypeScriptHTML, CSSValorable:React o Vue.jsHaber trabajado con:StorybookFigma (a ser posible, no es un requisito, pero puede ser conveniente)Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector TI.",España,Experiencia de 2 a 5 años,Indefinido,36.000 - 42.000,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/desarrollador-angular/62194,ticjob
Consultor Ciberseguridad,Serem,2024-01-31,"['Ingeniero de Ciberseguridad', 'Fortinet', 'McAfee', 'CheckPoint', 'Palo alto', 'Redes', 'Antivirus', 'Seguridad', 'Cisco']","Desde Serem nos encontramos en la búsqueda de un experto en CONSULTOR DE CIBERSEGURIDAD con al menos 2 años de experiencia para importante proyecto en Madrid.Requisitos:Perfil Seguridad Infraestructura - seguridad perimetralExperiencia y conocimientos en:1. Tecnologías clave: Fortinet, F5 y Palo Alto2. Tecnologías valorables: Forcepoint y Check Point.3. Tecnologías adicionales: McAfee, Trend Micro, Cisco Web Security, Cisco Email Security, Sophos (firewalls y antivirus)ecnologías valorables: Fortinet, F5 y Palo AltoCondiciones Laborales:Proyectos en Madrid, disponibilidad para acudir a cliente en días puntuales.Posibilidad de guardias e intervenciones.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector TI.",España,Experiencia de 2 a 5 años,Indefinido,36.000 - 42.000,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/consultor-ciberseguridad/62191,ticjob
Ingeniero IA Documental AWS,Serem,2024-01-31,"['Esp. IA', 'Amazon Web Service (AWS)', 'Tecnologías Cloud']","En serem estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector. Actualmente, nos encontramos en la búsqueda un INGENIERO IA DOCUMENTAL para proyecto del sector bancario.Estamos buscando un ingeniero de IA experimentado con especialización en AWS para unirse a nuestro equipo innovador. El candidato ideal será responsable de desarrollar y desplegar soluciones de IA utilizando la amplia gama de servicios y herramientas que ofrece AWS. Esta es una oportunidad emocionante para trabajar en proyectos de vanguardia y contribuir significativamente al crecimiento y éxito de nuestra empresa.Responsabilidades:Diseñar, implementar y mantener soluciones de IA utilizando servicios de AWS como SageMaker, Lambda, EC2, etc.Colaborar en la integración de sistemas de IA en nuestra infraestructura de AWS para mejorar la eficiencia y efectividad.Trabajar estrechamente con otros equipos para definir y alcanzar objetivos técnicos.Realizar análisis de datos y modelado predictivo para apoyar la toma de decisiones.Mantenerse al día con las últimas tendencias y tecnologías en IA y AWS.Requisitos:Experiencia demostrada en IA, aprendizaje automático y servicios relacionados de AWS.Fuertes habilidades en programación (Python, R, Java, etc.).Comprensión profunda de las mejores prácticas de AWS y seguridad en la nube.Capacidad para trabajar de forma autónoma y en equipo.Deseable:Interés o experiencia en IA documental de GoogleFomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector TI.",España,Experiencia de 6 meses a 2 años,Indefinido,36.000 - 42.000,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/ingeniero-ia-documental-aws/62192,ticjob
Ingeniero de Software PLC,Serem,2024-01-31,"['Soporte / Helpdesk', 'Programador', 'SQL', 'AutoCad', 'SCADA']","Desde Serem nos encontramos en la búsqueda de un INGENIERO DE SOFTWARE PLC con amplia experiencia para proyecto en Madrid.Requisitos:Graduado en Ingeniería o similar.Nivel alto en programación PLC (Preferente con experiencia en dispositivos Rockwell-Allen Bradley)Habilidad en la resolución de problemas.Destreza para comunicarse en inglés hablado y escrito con fluidez.Capacidad para trabajar con poca supervisión y en ambientes industriales.Trabajo en equipo y orientado a objetivos.Conocimientos en herramientas de diseño eléctrico (preferiblemente Cad)Conocimientos suficientes en Office.Disponibilidad para realizar intervenciones y viajes internacionales.Requisitos deseables:Conocimientos en visión artificial.Habilidad con el trato con proveedores.Experiencia en documentación de manuales.Conocimiento en base de datos (SQL).Experiencia en gestión de proyectos.Funciones:Trabajará dentro del equipo para el desarrollo de soluciones de inspección de calidad de los activos de la compañía. Estará encargado del diseño e implementación de software de PLC y diseño eléctrico de los sistemas de inspección.En su puesto interaccionará principalmente con el departamento de Ingeniería, encargado del despliegue de maquinaria, para dar soporte y formación en los futuros dispositivos instalados. También tendrá relación con otros áreas de la empresa como Calidad y IT.Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector TI.",España,Experiencia de 2 a 5 años,Indefinido,42.000 - 48.000,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/ingeniero-software-plc/62186,ticjob
Sitecore Developer,Serem,2024-01-31,"['Programador', 'CMS (Gestion de contenidos)', '.NET']","Desde Serem nos encontramos en la búsqueda de un DESARROLLADOR SITECORE CMS con al menos 3 años de experiencia para importante proyecto internacional en modalidad teletrabajo.Funciones:1. Diseñar y desarrollar aplicaciones, módulos y componentes basados en Sitecore que cumplan con los requisitos del cliente.2. Crear y mantener módulos y componentes personalizados de Sitecore.3. Colaborar con otros desarrolladores y partes interesadas para desarrollar y mantener soluciones basadas en Sitecore.4. Solucionar problemas y depurar aplicaciones, módulos y componentes basados en Sitecore.5. Escribir código eficiente y reutilizable que se adhiera a los estándares de codificación de Sitecore.6. Mantener y optimizar el rendimiento y la escalabilidad de Sitecore.7. Proporcionar orientación técnica y apoyo a los equipos de proyecto y clientes.8. Mantenerse actualizado con las últimas tecnologías y prácticas de desarrollo de Sitecore.9. Participar en revisiones de código y asegurar la calidad de la base de código.10. Contribuir al desarrollo de especificaciones técnicas y documentos de arquitectura.Requisitos:Sitecore CMS.NET FrameworkInglés altoDeseable:Certificado de Desarrollador de Sitecore Content HubFomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector TI.",España,Experiencia de 2 a 5 años,Indefinido,36.000 - 42.000,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/sitecore-developer/62184,ticjob
Consultor Dynamics 365 (Remoto),Serem,2024-01-30,"['Consultor (Esp.)', 'Microsoft Azure', 'Tecnologías Cloud', 'MS Dynamics']","Desde Serem nos encontramos en la búsqueda de un CONSULTOR DYNAMICS 365 con al menos 5 años de experiencia para importante proyecto en modalidad remota.Rol:Consultor Dynamics 365 (Remoto)Requisitos:Consultor Técnico Dynamics 365 y Desarrollador Azure.Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector.",España,> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/consultor-dynamics-365-remoto/62832,ticjob
Consultor Técnico Dynamics 365 (Remoto),Serem,2024-01-30,"['Analista Orgánico / Técnico', 'MS Dynamics']","Desde Serem nos encontramos en la búsqueda de un CONSULTOR DYNAMICS 365 con al menos 5 años de experiencia para importante proyecto en modalidad remota.Rol:Consultor Técnico Dynamics 365 (Remoto)Requisitos:Experiencia en Dynamics 365 y migración de Navision a Business Central.Experiencia en integración de sistemas satelitales.Experiencia en roll out en múltiples países de Europa.Nivel alto de inglés en comprensión verbal y oral.Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector.",España,> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/consultor-tecnico-dynamics-365-remoto/62831,ticjob
Arquitecto Dynamics 365 (Remoto),Serem,2024-01-30,"['Arquitecto Sistemas', 'Business Central / Navision', 'Tecnologías Cloud', 'MS Dynamics']","Desde Serem nos encontramos en la búsqueda de un ARQUITECTO DYNAMICS 365 con al menos 5 años de experiencia para importante proyecto en modalidad remota.Rol:Arquitecto Dynamics 365 (Remoto)Requisitos:Arquitecto Técnico Senior Business CentralOcho (8) años de experiencia en Dynamics 365 y migración de Navision a Business Central.Experiencia en migración de Navision On Premise a Business Central en Cloud.Experiencia en migración de Tenant.Experiencia en integración de sistemas satelitales.Experiencia en Roll out en múltiples países de Europa.Nivel alto de inglés en comprensión verbal y oral.Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector.",España,> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/arquitecto-dynamics-365-remoto/62830,ticjob
Fullstack Developer (Java - AWS) para Proyecto Internacional,Digital Talent Agency,2024-01-30,"['Frontend', 'Programador', 'Fullstack', 'Analista-Programador', 'Amazon Web Service (AWS)', 'MongoDB', 'Kafka', 'Tecnologías Cloud', 'Gestores de BD (SGBD)', 'Jenkins', 'Java', 'JavaScript', 'GIT', 'Spring Boot', 'Version Control System (VCS)', 'TypeScript', 'Bigdata']","Zemsania- FullStack Developer (Java) para proyecto internacionalEn Zemsania, estamos en la búsqueda de un FullStack Developer con experiencia en Java para un emocionante proyecto internacional. Buscamos a un profesional con al menos 4 años de experiencia que pueda aportar sus habilidades y conocimientos para ayudar a impulsar el éxito de este proyecto.Requisitos:Licenciatura o Ingeniería en Informática, Sistemas o carrera afín.Al menos 4 años de experiencia como FullStack Developer utilizando Java.Experiencia en el desarrollo de aplicaciones utilizando Spring Boot.Experiencia en el diseño e implementación de APIs utilizando Apigee.Experiencia en la integración y gestión de bases de datos utilizando MongoDB.Experiencia en el desarrollo y configuración de sistemas de mensajería utilizando Kafka.Experiencia en la implementación de soluciones en la nube utilizando AWS.Experiencia en el desarrollo del frontend utilizando Angular, JavaScript y TypeScript.Experiencia en la implementación y administración de contenedores utilizando Kubernetes.Experiencia en la implementación de pipelines de CI/CD utilizando Jenkins.Experiencia en el monitoreo y análisis de rendimiento utilizando Dynatrace.Experiencia en el desarrollo y mantenimiento de repositorios utilizando GIT.Capacidad para trabajar en un entorno internacional y multicultura.Condiciones:Contratación indefinida.Posición híbrida con 3 días de teletrabajo a la semana.Horario flexible de lunes a viernes.Salario competitivo.Beneficios:Oportunidad de trabajar en un emocionante proyecto internacional.Ambiente de trabajo dinámico y colaborativo.Oportunidades de desarrollo profesional y crecimiento dentro de la empresa.Si cumples con los requisitos y estás buscando una emocionante oportunidad para desarrollar tu carrera como FullStack Developer en un proyecto internacional, ¡envíanos tu CV y únete al equipo de Zemsania!","Barcelona, España",Experiencia de 2 a 5 años,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/fullstack-developer-java-aws-proyecto-internacional/62826,ticjob
Software Engineer (Spring Boot),Serem,2024-01-30,"['Backend', 'Fullstack', 'Analista-Programador', 'Arquitecto Software', 'Java', 'Spring Boot']","En SEREM estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector. Nos encontramos en búsqueda activa de un/a Software Engineer Java (Spring Boot) para importante cliente.Rol:Software Engineer (Spring Boot)Se requiere:Al menos cuatro (4) años de experiencia en Java y con framework Spring Boot.Experiencia en liderizar área técnica Backend de Java.Condiciones Laborales:Modelo híbrido de trabajo.Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.","['Madrid, España', ' Madrid, España']",Experiencia de 2 a 10 años,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/software-engineer-spring-boot/62825,ticjob
Desarrollador/a Spartacus (Madrid),Grupo Digital,2024-01-30,"['Programador', 'Angular', 'JIRA']","Description:Desde Grupo Digital, buscamos un Desarrollador/a Spartacus para formar parte de nuestro equipo y colaborar con uno de nuestros clientes.Rol:Desarrollador/a Spartacus (Madrid)Condiciones Laborales:Duración del proyecto: Indefinida (Larga duración)Modalidad de trabajo: 100% Teletrabajo.Años de Experiencia: dos (2) años.Horario: 9:00h a 18:00h.Sector: Retail.Conocimientos imprescindibles:Habilidades de desarrollo Spartacus y Angular.Manejo de herramientas de gestión como JIRA, Confluence o Bitbucket.Conocimientos deeseables:Experiencia previa en proyectos de Retail.Experiencia comprobada en proyectos de eCommerce.Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Si deseas iniciar tu carrera en el ámbito del desarrollo web y formar parte de un equipo dinámico, ¡esperamos tu candidatura!","Madrid, Madrid, Comunidad de Madrid, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/desarrollador-spartacus-madrid/62822,ticjob
