titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Brand Manager,Michael Page,25/01/2024,marketing,"Perfil buscado (Hombre/Mujer)   Si eres la persona seleccionada, tendrás las siguientes responsabilidades; • Crear y desarrollar la estrategia de marketing para las marcas lujo del grupo. • Analizar las tendencias del mercado. • Gestionar las campañas publicitarias. • Supervisar la creación de material audiovisual. • Relación transversal con los departamentos de la compañía. Ser el nexo entre ecommerce, comercial-ventas y fotografía-diseño.  • Compañía familiar líder en el sector de la relojería en pleno crecimiento|Oportunidad de formar parte de uno de los grupos relojeros más importantes    Si eres la persona seleccionada, tendrás que cumplir los siguientes requisitos; Formación en marketing y/o comunicación. Formación especializada en marketing digital y branding. Experiencia mínima en una posición similar de 3 años, valorable en el sector de la joyería y el lujo. Capacidad analítica para conocer las necesidades del mercado y de los consumidores. Capacidad de reacción ante posibles incidencias. Capacidad creativa para idear acciones de marketing digital innovadoras y atractivas. Habilidades comunicativas para saber transmitir la misión, la visión, los objetivos y los valores de una marca.   Grupo relojero familiar en pleno crecimiento con presencia en más de 100 países.   Oportunidades de carrera y desarrollo profesional.",Barcelona - España,Marketing,Jornada completa,3 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/brand-manager-barcelona/marketing/rf-141c13bfd271b375fe40,tecnoempleo
.NET Developer,Michael Page,25/01/2024,"Net, C#","Perfil buscado (Hombre/Mujer)Seleccionamos un/a Desarrollador/a .NET que asuma las siguientes responsabilidades:• Trabajar en estrecha colaboración con otros desarrolladores front-end, back-end o full stack, como parte de un equipo ágil de scrum.• Crear código escalable y reutilizable, pruebas, documentación y mantenimiento del back-end de la aplicación.• Desarrollar software de alta calidad, incluidas pruebas unitarias para producir código con un bajo número de defectos sin dejar de cumplir con nuestros plazos.• Proporcionar estimaciones realistas para solicitudes, correcciones y nuevas ideas.• Trabajar con Product Owner y UX Design para garantizar que el producto qudesarrollado sea apropiado para las necesidades de la empresa.• Participar en todas las ceremonias de scrum y ser parte de la mejora continua del desempeño del equipo.• .NET Developer - Full Remote|Importante cliente final que desarrolla un producto propioDeberás aportar experiencia en:• Desarrollo de Microsoft: .NET C#, SQL Server y la nube de Azure.• Importante: LinQ, Entity Framework, ASP.NET MVC, .NET web API, SQL Server, Git. Valioso: Azure/AWS, .NET core, WCF, principios SOLID, arquitectura de microservicios.Imprescidible aportar buen nivel de inglés a nivel conversacional.Nuestro cliente es una empresa británica que desarrolla un producto propio basado en las últimas tecnologías de Microsoft. Seleccionamos un Desarrollador .NET para su estructura en Andalucía, con posibilidad de full-remote.• Full remote.• Horario flexible.• Salario entre 35 - 45k. • Beneficios sociales.• Planes de carreras definidos.• Formación continua.",Madrid - España,Programador,Jornada completa,3 años,Indefinido,33.000 €-45.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/net-developer-madrid/net-c/rf-92c51b29d2a3a32ff042,tecnoempleo
Consultor/a Funcional Dynamics CRM,Michael Page,25/01/2024,"Dynamics, C#","Perfil buscado (Hombre/Mujer)• Colaborar con los clientes para comprender sus necesidades comerciales y traducirlas en requisitos funcionales.• Realizar análisis de brechas para determinar las personalizaciones necesarias en Dynamics CRM.• Diseñar soluciones funcionales utilizando Microsoft Dynamics CRM, asegurando la alineación con las mejores prácticas y los objetivos del cliente.• Configurar y personalizar Dynamics CRM según los requisitos del cliente.• Gestionar la implementación de soluciones, asegurando una transición suave desde la etapa de desarrollo hasta la producción.• Desarrollar scripts y flujos de trabajo personalizados según sea necesario para adaptarse a los procesos comerciales específicos.• Proporcionar formación a los usuarios finales y al equipo de soporte técnico sobre el uso efectivo de Dynamics CRM.• Ofrecer soporte continuo para resolver problemas y optimizar el rendimiento del sistema.• Participar en la planificación y gestión de proyectos relacionados con Dynamics CRM.• Colaborar con otros equipos, como desarrolladores, arquitectos de soluciones y analistas de negocios, para garantizar una ejecución exitosa del proyecto.• Mantener documentación detallada de configuraciones, personalizaciones y procesos para referencia interna y del cliente.• Supervisar el rendimiento del sistema y proponer mejoras continuas para optimizar la eficiencia y la satisfacción del cliente.• Consultora tecnológica partner de Microsoft, líder de su sector.|Experiencia mínima de 2 años como Consultor/a funcional Dynamics CRM• Experiencia previa como consultor funcional Dynamics CRM.• Conocimiento profundo de Microsoft Dynamics CRM y sus módulos.• Habilidades de programación y capacidad para desarrollar soluciones personalizadas en lenguajes como C#.• Fuertes habilidades de comunicación y capacidad para trabajar de forma remota de manera efectiva.• Certificaciones en Dynamics CRM son una ventaja.Consultoría tecnológica especializada y partner de Microsoft.• Trabajo remoto al 100%.• Flexibilidad de horarios.• Oportunidades de desarrollo profesional y certificación continua.",100% En remoto,Consultor,Jornada completa,3 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/consultor-funcional-dynamics-crm-remoto/dynamics-c/rf-f0e71dc452d503f87945,tecnoempleo
Analista funcional Java/RPA Senior,Grupo Digital,25/01/2024,"java, RPA","Desde Grupo Digital buscamos un/a AF Java RPA para proyecto estableTareas:• Coordinación de equipos de Estados intermedios dentro del equipo correctivo • Análisis y coordinación de implantación de los robots RPA dentro de Multicanal• Reuniones con el cliente de cara a toma de requisitos para funcionales• Preparación de propuestas de mejora al cliente.• Estimaciones de tiempos de mejora• Detección de riesgos• Automatización de procesos• Análisis y localización de causas raíces derivados de EEII.• Análisis y localización de causas raíces derivados de despliegues.• Formación a compañerosExperiencia:Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Si quieres impulsar tu carrera con un proyecto único de la mano de una multinacional de primerísimo nivel, no dudes en presentar tu candidatura. ¡Te esperamos!",Madrid (Híbrido),Analista,Jornada completa,2 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/analista-funcional-java-rpa-senior-hibrido/java-rpa/rf-66f11bb9f2fc93bc654c,tecnoempleo
Tech Lead Java,Michael Page,25/01/2024,"java, Microservicios","Perfil buscado (Hombre/Mujer)- Liderazgo técnico del equipo de desarrollo, con funciones de formación, acompañamiento y apoyo técnico cuando sea necesario, además de llevar la comunicación con el cliente en las distintas fases de los proyectos.• Incorporación en empresa en expansión en continua innovación tecnológica|Proyecto a largo plazo con desarrollo profesional y tecnológico- Experiencia de al menos 8 años en Desarrollo Java (8, 11, 16, 17) con arquitecturas de MicroserviciosMicroservicios.- Experiencia mínima de 1-2 años como TechTech LeadLead, con funciones directamente vinculadas con el código.Empresa tecnológica internacional en pleno momento de crecimiento busca a un Technical Leader especializado en entornos Java con Microservicios, para incorporarse de forma permanente y 100% Remota, basado en España.- Contrato permanente en empresa puntera tecnológicamente con excelentes proyectos a largo plazo y ambicioso plan de carrera a medio y largo plazo.- Salario fijo + complemento para formaciones anuales + seguro médico privado- Puesto 100% remoto, con flexibilidad horaria y fuerte apuesta por la conciliación.",100% En remoto,Jefe de Proyecto,Jornada completa,Más de 5 años,Indefinido,48.000 €-60.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/tech-lead-java-remoto/java-microservicios/rf-f1ce1fe9a2f45300ee41,tecnoempleo
Desarrollador Fullstack Angular + Node,Michael Page,25/01/2024,"Angular, Node, TypeScript","Perfil buscado (Hombre/Mujer)• Te incorporarás en el ámbito de negocio I&O • Desarrollarás tecnologías Fullstack• Trabajarás con metodologías ágiles• Solo residentes en España• Proyecto estable|Formarás parte de un ecosistema de Talento Tecnológico.• Experiencia de 3/4 años con Angular (12 o superior)• Experiencia de 3 años en NodeJS con TypeScript• Conocimientos solidos en Bases de Datos SQL• Experiencia valorable en Cloud (Google Cloud)Page Consulting Tech Solutions, es el área de PageGroup especializada en la realización de proyectos IT en clientes, ofreciendo una amplia variedad de soluciones tecnológicas a medida con la flexibilidad y agilidad requerida. • Contrato indefinido con Page Tech Solutions• Hasta 43k• 100% remoto• Formación continua para desarrollar tu talento• Beneficios sociales y plan de retribución flexible.• Compensación de gastos de teletrabajo • Plan de carrera en un ecosistema de talento tecnológico.",100% En remoto,Programador,Jornada completa,3-5 años,Indefinido,33.000 €-45.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/desarrollador-fullstack-angular-node-remoto/angular-node-typescript/rf-f0051a375234c3686045,tecnoempleo
Project Manager,Michael Page,25/01/2024,"Autocad, Solidworks","Perfil buscado (Hombre/Mujer)Las principales funciones que desarrollarás como Ingeniero/a de proyectos son:• Desarrollo y gestión de proyectos• Elaboración de planos en Autocad y Solidworks• Diseño/Seguimiento/Supervisión de montaje de plantas de procesos.• Diseño/cálculo de recipientes a presión• Elaboración de presupuestos• Asistencia a montajes y puestas en marcha• Importante empresa del sector industrial|Al menos 6 años de experiencia profesional• Formación en Ingeniería Industrial, Ingeniería Mecánica o similares• Al menos 6 años de experiencia profesional en gestión de proyectos• Dominio avanzado de AutoCAD y Solidworks• Nivel alto de inglés• Disponibilidad para viajar Importante empresa de fabricación de maquinaria industrial perteneciente a un gran grupo empresarial y con más de 30 años de experiencia en su sector.Oportunidades de carrera y desarrollo profesional",CastellónEspaña,Ingenieros/Industria,Jornada completa,Más de 5 años,Indefinido,30.000 €-33.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/project-manager-castellon/autocad-solidworks/rf-70b518fba2f953f8bd44,tecnoempleo
IT Project Manager (.NET),Michael Page,25/01/2024,"NET, Azure","Perfil buscado (Hombre/Mujer)- Gestión end-to-end de las distintas fases del proyecto, desde la toma de requerimientos del producto, a la definición del alcance funcional del proyecto, análisis de la solución, participando en las historias de usuario, integración del producto con los sistemas existentes, asegurando la calidad y cumplimiento de las buenas prácticas. Control de cambios, participación en el testeo y verificación de las funcionalidades, preparación de producción.• Incorporación permanente en cliente final con producto propio en expansión|Proyecto a largo plazo con desarrollo profesional y tecnológico- Experiencia de al menos 3 años como IT Project Manager, habiendo trabajado en entornos de desarrollo de aplicaciones web (.NET, Azure).- Experiencia habiendo trabajado con .NET y Azure DevOps, a nivel de preparación de backlog con desarrolladores.Cliente final internacional del ámbito industrial en pleno momento de expansión, busca a un IT Project Manager para liderar los diferentes proyectos internos de desarrollo de Software en entornos .NET y Azure.- Contrato permanente en cliente final líder en el sector, con excelente plan de desarrollo a largo plazo.- Salaro competitivo de fijo + variable + beneficios.- Modelo híbrido remoto-presencial de 50% de teletrabajo, oficina zona noreste de Madrid.",Madrid (Híbrido),Jefe de Proyecto,Jornada completa,3 años,Indefinido,45.000 €-54.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/it-project-manager-net-hibrido/net-azure/rf-dac2185cf241d390d54f,tecnoempleo
Technical Salesforce Consultant - SSC,Michael Page,25/01/2024,Salesforce,"Perfil buscado (Hombre/Mujer)Purpose of the role is to provide technical oversight to ensure smooth functioning and optimisation for the Salesforce Platform. A Technical Analyst will work as a bridge between the business needs and the technical capabilities of the platform working closely with Functional team, Salesforce Vendors, Support Specialists and Developers. As part of CC service delivery team, the technical analyst will need to ensure that the Salesforce platform (from a non-functional perspective) is used effectively through the available features and to support its business goals.Key Responsibilities:• Work with 3rd party vendors to define best development practices and ensure they are being followed.• Involved in technical assessment of solutions & peer review of code from other developers.• Help, where required, the technical support team to analyse production incidents and to reach a solution.• Co-ordinate with testing, security, functional consultants to ensure Salesforce solutions adhere to functional, non-functional & Security requirements.• Troubleshoot and resolve technical issues related to Salesforce solutions.• Stay up to date with the latest Salesforce features, technologies, and trends.• Work with technical team for adaption of new & decommission of outgoing salesforce features.• Provide support to Salesforce users when necessary.• Engage with Page´s Vendor management team on optimum license utilisation.• Collaborate with other Page IT teams to integrate Salesforce with chosen enterprise systems.• Provide technical guidance and maintenance for backup and deployments.• Multinational company  |Experience as Technical Salesforce Consultant,  at least 3 years.• Bachelor´s degree in computer science, Information Technology, or a related field• 3+ years of experience as a Salesforce Technical or a similar role• Proven experience in developing and implementing Salesforce solutions.• Strong understanding of Salesforce architecture, development methodologies, and best practices• Proficient in Salesforce development tools and technologies (Apex, Visualforce, Salesforce CLI)• Excellent understanding of data modelling and data migration principles• Excellent communication and collaboration skills• Ability to work independently and as part of a team.• Ability to learn new technologies quickly.Desired Skills:• Salesforce Certified Administrator certification.• Salesforce Certified Platform App Builder certification• Experience with Salesforce Lightning Experience (LEX) development• ExperiencewithSalesforceintegrationtechnologiesPageGroup SSC• Join into a multinational company.• Career path.• Flexibility.• Benefits.",Barcelona - España,Consultor,Jornada completa,3 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/technical-salesforce-consultant-ssc-barcelona/salesforce/rf-95511b344287a39a794c,tecnoempleo
Desarrollador ABAP,Michael Page,25/01/2024,"ABAP, SAP","Perfil buscado (Hombre/Mujer)• Definirás y desarrollarás estándares técnicos.• Ayudarás en las pruebas para validar y proporcionar controles operativos para garantizar que se cumplen los requisitos de desarrollo.• Mantenimiento correctivo/evolutivo/legal.• Colaborarás en las modificaciones o mejoras del sistema SAP• Buscamos un perfil con orientación al cliente interno, organizado y teamplayer.|Para el desarrollo e implementación de proyectos SAP.• Estudios en Informática o equivalente (universitarios o de CFGS).• Mínimo de 3 años de experiencia como desarrollador de SAP.• Experiencia en desarrollo ABAP principalmente módulos SAP FI/ MM/ SD, en el desarrollo de Smartforms, Adobe Forms y mantenimiento de SAP Scripts...Valoraremos positivamente :•  Experiencia con FIORI - SAPUI5 y SAP Gateway.•  Valoraremos positivamente experiencia con HANA.•  Nivel medio-alto en inglés.Consolidada empresa en el sector del Ocio y Entretenimiento donde se trabaja siempre con las últimas tecnologías.Oportunidades de carrera y desarrollo profesional.Flexibilidad horaria y de vacaciones.Amplio catálogo de formación técnica y en idiomas a tu alcance.",Barcelona - España,Programador,Jornada completa,3 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/desarrollador-abap-barcelona/abap-sap/rf-aa39163822ef3391144f,tecnoempleo
Associate Director Data Products,HAYS,25/01/2024,"data, AWS","Responsibilities - Develop strategic data platform to create product and services road maps from concept to development to launch.  - Be the responsible for the platform adoption, product engineering, service design, security and compliance, and business process change.  - Drive enterprise-wide scalability, re usability, and sustainability of Data platforms and services.  - Focus and align innovation efforts with the business and IT strategy and legal requirements.  - Establish strategies, implementation of plans and identify capbilities & ecosystem partnership.  - Collaborate with business in gathering requirements and ongoing data product enhancements. Requirements - +10 years of experience working in IT roles  - +5 years working on data and analytics as a data engineer, data product or data architect.  - Strong familiarity with AWS. Desirable Snowflake service offerings.  - Desirable: Experience in ECS and DEVOPS  - Experience delivering data lake projects (data acquisition, quality, transformation and publishing)  - Solid understanding of data security and data governance  - Experience working in Agile methodologies  - Understand the Analytical Data Life Cycle management Benefits - Contract: Permanent full-time position  - Starting date: as soon as possible  - 2/week telework",Barcelona (Híbrido),Big Data,Jornada completa,Más de 10 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/associate-director-data-products-hibrido/data-aws/rf-ed9f14c012a423636942,tecnoempleo
Ingeniero/a Procesos,HAYS,25/01/2024,"Kaizen, Lean","Tu nueva empresa Buscamos para empresa del sector industrial ubicada en la zona norte de Madrid un perfil de Ingeniero/a de procesos, mejora y eficiencia.Tu nuevo puesto Reportando a la Dirección Industrial de la compañía:- Realización de actividades en planta para la adecuación de los puestos de trabajo con el objetivo de mejora en la eficiencia (OEE) y productividad de la planta.- Análisis de procesos, control y análisis de desviaciones.- Desarrollar los procedimientos y estándar de operaciones acorde a las mejoras implantadas.- Seguimiento y mantenimiento de las acciones de mejora implantadas.- Trabajo con otros departamentos de forma transversal.- Analizar los medios industriales necesarios para la mejora de la capacidad y eficiencia de los procesos.Qué necesitarás para encajar con el puesto - Ingeniería Superior en Organización Industrial- 5 años de experiencia en entornos industrial como ingeniero de mejora de procesos- Buen manejo de herramientas ofimáticas- Experiencia en Kaizen y metodología Lean Manufacturing.Qué obtendrás a cambio - Incorporación a un proyecto estable.- Posibilidad de formación y desarrollo.- Salario acorde a valía y experiencia del candidato/a.- Buen ambiente laboral.Tu siguiente paso",Madrid - España,Ingenieros/Industria,Jornada completa,Más de 5 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/ingeniero-procesos-madrid/kaizen-lean/rf-ce481594d255034cea46,tecnoempleo
Network and Security Engineer,Page Personnel,25/01/2024,"Azure, Active Directory","Perfil buscado (Hombre/Mujer)• Guidance and support in the migration activities of local infrastructure and solutions to cloud for all EUROPE countries on the scope of Networking• Ensuring that Isonet (MPLS and IPsec) Services are Optimized ensuring Quality of Services on them and Failover.• Ensure the implementation across all EUROPE countries of the standard configurations & tools around networking administration and configuration.• Ensure that the Local Telco or Infra teams (internal or external) are engaged in the different regional infrastructure teams with the Platforms and Foundations Competence Center.• Support in the implementation of the Target Operational Model in the region focused on Networks operations.• Drive the adoption of standard processes and tools.• Work closely with the infrastructure and external Providers to provide technical guidance.• Helping countries on technical enablement´s required on the Move to Azure roadmap.• Ensure that Knowledge management and standardization of the different Solution enablement´s follow the New TOM aligned with the ITIL Processes in service management / service delivery activities.• Focus on knowledge management ensuring traceability and proper documentation of the Network assets and services in the CMDB.• Providing support to the Local and Regional Teams on operational Incidents.• Monitor and manage all KPI based performance, spotting trends, and ensuring the highest level of quality of service.• Ensuring that a secure Networking approach is developed on the region.• Experience Migrating company´s infrastructures from traditional MPLS/BGP/IPSec to SDWAN.• Standardize all the network at global level (offices and Datacenters).• Assisting in regular review and optimization of the networks WAN and LAN projects to acquire/upgrade equipment and WAN links to meet business requirements.• Proactive management and maintenance of the networks.• Keeping up to date with relevant technologies such as Firewalls, Azure cloud and SDWAN.• Network and Security Engineer|International Company• +5 years´ experience in Networking.• +2 years managing teams.• +3 years of experience related to Networking administration MPLS/IPSec and SDWAN.• Azure Cloud infrastructures, Active Directory and Azure Devops.• Valuable experience in SDWAN.• Project Management experience will be valuable.• Experience managing multiskilled teams.• Very good IT knowledge adopting new technologies in existing environments.• Knowledgeable in ITIL methodology.• Infrastructure monitoring tools: Datadog, Dynatrace, NewRelic, Nagios.• International Company.• Proffsional development.",Madrid - España,Redes,Jornada completa,Más de 5 años,Indefinido,60.000 €-76.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/network-and-security-engineer-madrid/azure-active-directory/rf-dabf1f13c22613942f43,tecnoempleo
SAP Finance Project Lead,Page Personnel,25/01/2024,"SAP, S4Hana","Perfil buscado (Hombre/Mujer)¿Cómo será tu día a día?• Liderarás proyectos de implantación de SAP desde el punto de vista Funcional / Finanzas.• Participarás en la definición e implantación del modelo global y migración a SAP S4Hana.• Intervendrás en proyectos de automatización, mejora de procesos e implantación de nuevas herramientas.• Multinacional lider en el sector de Servicios|Experiencia con el módulo SAP FICO, implentaciones SAP y departamento finance. • Formación universitaria en ADE/Económicas o similar.• Experiencia mínima de 5 años en posiciones similares y en entorno multinacional.• Dominio de SAP , amplia experiencia en proyectos de implantación/migración y desarrollo de mejoras, preferiblemente como líder de proyecto.• Inglés nivel avanzado.• Dominio de herramientas Microsoft (Excel, PowerPoint, Word, Office 365, etc.).• Conocimientos del ciclo contable, así como de análisis y control de estados financieros.• Persona con capacidad para liderar proyectos, organizada, metódica y analítica.• Disponibilidad para viajar, tanto a nivel nacional como internacional, según sea requerido.Multinacional líder en sector servicio.• Contrato estable• Jornada completa• Plan de retribución flexible (seguro médico, transporte, guardería, ticket restaurant)• Parking para empleados• Cantina con precio reducido• Flexibilidad para conciliación personal.",Madrid - España,Jefe de Proyecto,Jornada completa,Más de 5 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/sap-finance-project-lead-madrid/sap-s4hana/rf-9d181de14268830edf42,tecnoempleo
Ingeniero/a Comercial IT,HAYS,25/01/2024,"SAP, MES","Desde Hays estamos colaborando con una gran empresa líder en su sector que busca incorporar un/a Ingeniero/a Comercial especializado/a en venta consultiva tecnológica para unirse a su equipo comercial de Valencia en modalidad híbrida.  ¿Cuáles serán tus funciones? Desarrollar estrategias comerciales efectivas para promover productos y servicios en el sector industrial y tecnológico, con un enfoque especial en soluciones tecnológicas avanzadas. Establecer relaciones sólidas con clientes existentes y potenciales, comprendiendo sus necesidades y proponiendo soluciones tecnológicas que se alineen con sus objetivos comerciales. Analizar el mercado industrial y tecnológico para identificar oportunidades de crecimiento, nuevas asociaciones y posibles clientes. Trabajar en estrecha colaboración con equipos técnicos para comprender a fondo los productos y servicios, y proporcionar información valiosa para mejorar la propuesta de valor. Liderar el proceso de negociación y cierre de contratos, asegurando condiciones comerciales favorables y cumplimiento de los objetivos de venta. Utilizar eficientemente sistemas de gestión de relaciones con el cliente (CRM) para mantener registros precisos de las interacciones con los clientes, realizar seguimientos y generar informes de desempeño.   ¿Qué requisitos debes cumplir? Título universitario en Ingeniería cualquier especialidad y/o experiencia previa en venta directa de SAP, MES... Mínimo de 5 años de experiencia en ventas comerciales, con un historial comprobado en la venta de soluciones tecnológicas. Comprender tecnologías industriales y tendencias del mercado tecnológico. Excelentes habilidades de comunicación verbal y escrita, con la capacidad de presentar propuestas técnicas de manera clara y persuasiva. Demostrada capacidad para cumplir y superar objetivos de ventas, con un enfoque orientado a resultados. Capacidad para trabajar de manera colaborativa con equipos multidisciplinarios y gestionar relaciones interdepartamentales.   ¿Qué beneficios obtendrás? Te unirás a un equipo de profesionales apasionados y comprometidos con el proyecto en un entorno de trabajo solidario y dinámico, y tendrás la oportunidad de crecer y desarrollar tus habilidades en una empresa puntera en su sector. Ofrecen modalidad híbrida en Valencia y un paquete retributivo atractivo.",Valencia - España,Comercial,Jornada completa,Más de 5 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/ingeniero-comercial-it-valencia/sap-mes/rf-cad61940e25bb3819a4b,tecnoempleo
Consultor Microsoft 365,Page Personnel,25/01/2024,"Power Platform, SharePoint","Perfil buscado (Hombre/Mujer)• Colaborar con los clientes para comprender sus procesos de negocio y requisitos.• Configurar y personalizar Microsoft 365 Power Platform para satisfacer las necesidades específicas del cliente.• Proporcionar soporte técnico y resolver problemas relacionados con Power Platform.• Colaborar con equipos interdisciplinarios para garantizar la implementación exitosa de soluciones.• Importante empresa tecnológica (Partner Microsoft)|Trabajo remoto (100% remoto)• Experiencia demostrable en consultoría funcional con enfoque en soluciones empresariales.• Conocimientos técnicos sólidos en Microsoft 365 Power Platform/SharePoint.• Habilidades de resolución de problemas y capacidad para trabajar en entornos colaborativos.• Fuertes habilidades de comunicación y capacidad para interactuar eficazmente con clientes y equipos internos.Es una reconocida consultora especializada en soluciones empresariales basadas en Microsoft, y actualmente están en búsqueda de un nuevo talento para su equipo. Están buscando a un apasionado por la tecnología, orientado a resultados y con habilidades analíticas para unirse a ellos en el área de Power Platform.• Oportunidad de trabajar con tecnologías de vanguardia.• Plan de carrera• Salario competitivo.• Benefits.• Variables.• Posibilidad de trabajar 100% remoto.",Barcelona (Híbrido),Consultor,Jornada completa,3 años,Indefinido,33.000 €-45.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/consultor-microsoft-365-hibrido/power-platform-sharepoint/rf-af1b197f02b43345d040,tecnoempleo
